"accepted_name","accepted_rank","lng","lat"
"Phorcynis","genus","0.000000","100.000000"
"Palaeoscyllium","genus","0.000000","100.000000"
"Pseudorhina","genus","0.000000","100.000000"
"Pseudorhina","genus","0.000000","100.000000"
"Phorcynis","genus","0.000000","100.000000"
"Pseudorhina","genus","0.000000","100.000000"
"Palaeoscyllium","genus","0.000000","100.000000"
"Hexanchus","genus","9.000000","55.283333"
"Squalus acanthias","species","9.000000","55.283333"
"Odontaspis","genus","9.000000","55.283333"
"Carcharodon hastalis","species","9.000000","55.283333"
"Isurus escheri","species","9.000000","55.283333"
"Isurus","genus","9.000000","55.283333"
"Carcharocles megalodon","species","9.000000","55.283333"
"Cetorhinus maximus","species","9.000000","55.283333"
"Scyliorhinus","genus","9.000000","55.283333"
"Galeocerdo","genus","9.000000","55.283333"
"Raja","genus","9.000000","55.283333"
"Carcharias","genus","-72.977776","-36.594444"
"Carcharias","genus","-78.454170","34.554169"
"Isurus","genus","-78.454170","34.554169"
"Squalicorax pristodontus","species","-78.454170","34.554169"
"Carcharocles megalodon","species","175.335831","-39.774723"
"Carcharocles megalodon","species","174.610321","-39.825939"
"Carcharocles megalodon","species","3.148889","39.765556"
"Carcharocles megalodon","species","3.028056","39.770832"
"Carcharocles megalodon","species","9.850000","44.841110"
"Carcharocles megalodon","species","10.084722","44.458057"
"Carcharocles megalodon","species","9.694722","45.041389"
"Carcharocles megalodon","species","10.259167","44.707500"
"Carcharocles megalodon","species","10.558611","43.549168"
"Carcharocles megalodon","species","11.678611","43.070557"
"Carcharocles megalodon","species","11.324167","43.305000"
"Carcharocles megalodon","species","10.546111","43.604721"
"Carcharocles megalodon","species","-81.723610","29.645832"
"Carcharocles megalodon","species","131.313049","25.943333"
"Carcharocles megalodon","species","-150.279999","-22.350000"
"Igdabatis sigmodon","species","79.099998","21.150000"
"Igdabatis sigmodon","species","77.908333","17.191668"
"Carcharocles megalodon","species","0.636389","51.796665"
"Carcharocles megalodon","species","1.350000","51.966667"
"Carcharocles megalodon","species","1.313056","52.094166"
"Carcharocles megalodon","species","1.357724","52.046249"
"Carcharocles megalodon","species","-122.724998","37.903332"
"Carcharocles megalodon","species","-117.662498","33.501667"
"Cretodus semiplicatus","species","-84.771797","32.421452"
"Squatina prima","species","-83.359169","32.905556"
"Heterodontus","genus","-83.359169","32.905556"
"Nebrius","genus","-83.359169","32.905556"
"Carcharias","genus","-83.359169","32.905556"
"Carcharias","genus","-83.359169","32.905556"
"Isurus praecursor","species","-83.359169","32.905556"
"Carcharocles","genus","-83.359169","32.905556"
"Scyliorhinus","genus","-83.359169","32.905556"
"Galeocerdo alabamensis","species","-83.359169","32.905556"
"Physogaleus","genus","-83.359169","32.905556"
"Squalicorax","genus","-85.015610","32.152958"
"Megachasma","genus","4.283333","51.250000"
"Carcharocles megalodon","species","-79.830559","33.667500"
"Carcharhinus","genus","69.199997","28.950001"
"Carcharhinus","genus","69.199997","28.950001"
"Rhizoprionodon","genus","69.199997","28.950001"
"Cretolamna","genus","69.199997","28.950001"
"Nebrius","genus","69.199997","28.950001"
"Myliobatis","genus","69.199997","28.950001"
"Carcharhinus balochenisis","species","68.994781","29.023781"
"Carcharhinus perseus","species","68.994781","29.023781"
"Carcharhinus","genus","68.994781","29.023781"
"Negaprion","genus","68.994781","29.023781"
"Rhizoprionodon","genus","68.994781","29.023781"
"Hemipristis serra","species","68.994781","29.023781"
"Odontaspididae","family","68.994781","29.023781"
"Orectolobiformes","order","68.994781","29.023781"
"Nebrius","genus","68.994781","29.023781"
"Pristis lathami","species","68.994781","29.023781"
"Myliobatis","genus","68.994781","29.023781"
"Carcharhinus","genus","69.215538","28.943291"
"Carcharhinus perseus","species","69.215538","28.943291"
"Carcharhinus","genus","69.215538","28.943291"
"Hemipristis serra","species","69.215538","28.943291"
"Myliobatis","genus","69.215538","28.943291"
"Carcharhinus","genus","69.116669","28.850000"
"Carcharhinus perseus","species","69.116669","28.850000"
"Carcharhinus","genus","69.116669","28.850000"
"Myliobatis","genus","69.116669","28.850000"
"Carcharhinus perseus","species","69.133331","28.850000"
"Carcharhinus","genus","69.133331","28.850000"
"Rhizoprionodon","genus","69.133331","28.850000"
"Sphyrna","genus","69.133331","28.850000"
"Pristis lathami","species","69.133331","28.850000"
"Aetobatus","genus","69.133331","28.850000"
"Myliobatis","genus","69.133331","28.850000"
"Carcharhinus perseus","species","69.180176","28.848015"
"Akaimia altucuspis","species","19.507000","50.459000"
"Ornatoscyllium","genus","19.507000","50.459000"
"Palaeobrachaelurus","genus","19.507000","50.459000"
"Pseudospinax","genus","19.507000","50.459000"
"Notidanoides","genus","19.507000","50.459000"
"Hexanchidae","family","19.507000","50.459000"
"Akaimia altucuspis","species","19.507000","50.459000"
"Pseudospinax","genus","19.507000","50.459000"
"Notidanoides","genus","19.507000","50.459000"
"Squalus","genus","176.845444","-38.907539"
"Scyliorhinus","genus","33.133331","49.083332"
"Hemiscyllium bruxelliensis","species","33.133331","49.083332"
"Carcharias","genus","33.133331","49.083332"
"Carcharocles megalodon","species","13.300000","-8.750000"
"Carcharodon carcharias","species","13.300000","-8.750000"
"Isurus oxyrhinchus","species","13.300000","-8.750000"
"Isurus","genus","13.300000","-8.750000"
"Carcharias taurus","species","13.300000","-8.750000"
"Galeocerdo cuvier","species","13.300000","-8.750000"
"Hemipristis serra","species","13.300000","-8.750000"
"Paragaleus","genus","13.300000","-8.750000"
"Negaprion brevirostris","species","13.300000","-8.750000"
"Carcharhinus egertoni","species","13.300000","-8.750000"
"Carcharhinus priscus","species","13.300000","-8.750000"
"Sphyrna zygaena","species","13.300000","-8.750000"
"Pristis","genus","13.300000","-8.750000"
"Myliobatis","genus","13.300000","-8.750000"
"Pteromylaeus","genus","13.300000","-8.750000"
"Rhinoptera","genus","13.300000","-8.750000"
"Aetobatus","genus","13.300000","-8.750000"
"Carcharocles megalodon","species","145.050003","-37.983334"
"Carcharocles megalodon","species","-25.136110","37.001110"
"Hexanchus","genus","-70.833336","-27.133333"
"Carcharodon carcharias","species","-70.833336","-27.133333"
"Isurus","genus","-70.833336","-27.133333"
"Carcharocles megalodon","species","-70.833336","-27.133333"
"Galeorhinus galeus","species","-70.833336","-27.133333"
"Rajidae","family","-70.833336","-27.133333"
"Myliobatis","genus","-116.941666","32.496387"
"Isurus","genus","-116.941666","32.496387"
"Carcharhinus","genus","-116.941666","32.496387"
"Carcharocles megalodon","species","-116.941666","32.496387"
"Hexanchus","genus","-112.291389","27.368055"
"Notorhynchus","genus","-112.291389","27.368055"
"Heterodontus","genus","-112.291389","27.368055"
"Squalus","genus","-112.291389","27.368055"
"Odontaspis acutissima","species","-112.291389","27.368055"
"Isurus","genus","-112.291389","27.368055"
"Isurus","genus","-112.291389","27.368055"
"Carcharocles megalodon","species","-112.291389","27.368055"
"Carcharodon sulcidens","species","-112.291389","27.368055"
"Carcharodon carcharias","species","-112.291389","27.368055"
"Cetorhinus","genus","-112.291389","27.368055"
"Rhizoprionodon","genus","-112.291389","27.368055"
"Sphyrna zygaena","species","-112.291389","27.368055"
"Sphyrna lewini","species","-112.291389","27.368055"
"Sphyrna","genus","-112.291389","27.368055"
"Sphyrna media","species","-112.291389","27.368055"
"Sphyrna","genus","-112.291389","27.368055"
"Prionace","genus","-112.291389","27.368055"
"Hemipristis serra","species","-112.291389","27.368055"
"Galeocerdo","genus","-112.291389","27.368055"
"Carcharhinus leucas","species","-112.291389","27.368055"
"Carcharhinus obscurus","species","-112.291389","27.368055"
"Carcharhinus","genus","-112.291389","27.368055"
"Carcharhinus falciformis","species","-112.291389","27.368055"
"Carcharhinus","genus","-112.291389","27.368055"
"Carcharhinus","genus","-112.291389","27.368055"
"Carcharhinus","genus","-112.291389","27.368055"
"Carcharhinus","genus","-112.291389","27.368055"
"Carcharhinus","genus","-112.291389","27.368055"
"Carcharhinus obscurus","species","-109.616669","23.166668"
"Carcharhinus leucas","species","-109.616669","23.166668"
"Carcharhinus","genus","-109.616669","23.166668"
"Carcharhinus","genus","-109.616669","23.166668"
"Carcharhinus","genus","-109.616669","23.166668"
"Carcharhinus","genus","-109.616669","23.166668"
"Galeocerdo","genus","-109.616669","23.166668"
"Carcharocles megalodon","species","-109.616669","23.166668"
"Carcharodon sulcidens","species","-109.616669","23.166668"
"Carcharodon carcharias","species","-109.616669","23.166668"
"Isurus","genus","-109.616669","23.166668"
"Ginglymostoma","genus","-109.616669","23.166668"
"Dalatiidae","family","-109.616669","23.166668"
"Heterodontus","genus","8.866667","48.116669"
"Notidanoides","genus","8.866667","48.116669"
"Notidanoides","genus","8.866667","48.116669"
"Palaeoscyllium","genus","8.866667","48.116669"
"Pseudorhina","genus","8.866667","48.116669"
"Carcharias acutissima","species","-25.035278","36.929169"
"Carcharhinus leucas","species","-25.024721","36.930000"
"Selachii","unranked clade","17.616667","28.500000"
"Odontaspis","genus","-1.685000","48.151669"
"Aetobatus","genus","-1.685000","48.151669"
"Carcharhinus","genus","-1.685000","48.151669"
"Isurus","genus","-1.685000","48.151669"
"Odontaspis","genus","-2.024722","48.338890"
"Galeocerdo","genus","-2.024722","48.338890"
"Aetobatus","genus","-2.024722","48.338890"
"Carcharhinus","genus","-2.024722","48.338890"
"Hemipristis","genus","-2.024722","48.338890"
"Isurus","genus","-1.719406","48.065636"
"Odontaspis","genus","-1.719406","48.065636"
"Aetobatus","genus","0.320000","47.450001"
"Carcharodon","genus","0.320000","47.450001"
"Isurus","genus","0.320000","47.450001"
"Carcharodon hastalis","species","-70.794998","-27.042221"
"Carcharodon hastalis","species","-71.849998","-42.333332"
"Carcharhinus","genus","-82.514702","27.336000"
"Carcharhinus","genus","-82.514702","27.336000"
"Negaprion brevirostris","species","-82.514702","27.336000"
"Rhinoptera","genus","-82.514702","27.336000"
"Otodus","genus","7.220556","52.590832"
"Carcharocles megalodon","species","-118.333336","33.792221"
"Carcharias taurus","species","3.057778","39.920834"
"Isurus","genus","3.057778","39.920834"
"Carcharocles megalodon","species","3.057778","39.920834"
"Hemipristis serra","species","3.057778","39.920834"
"Carcharhinus","genus","3.057778","39.920834"
"Galeocerdo aduncus","species","3.057778","39.920834"
"Pristis","genus","3.057778","39.920834"
"Carcharocles megalodon","species","172.883713","-43.098690"
"Carcharocles megalodon","species","177.745560","-38.523609"
"Ginglymostomatidae","family","-67.004997","18.338329"
"Lamnidae","family","-73.116669","-36.716667"
"Carcharocles megalodon","species","-71.363823","11.858300"
"Carcharias","genus","-72.568054","-35.800556"
"Odontaspididae","family","-72.568054","-35.800556"
"Cretolamna appendiculata","species","44.990768","51.238297"
"Squalicorax kaupi","species","44.990768","51.238297"
"Pseudocorax laevis","species","44.990768","51.238297"
"Archaeolamna kopingensis","species","44.990768","51.238297"
"Eostriatolamia","genus","44.990768","51.238297"
"Heterodontus","genus","44.990768","51.238297"
"Squatina","genus","44.990768","51.238297"
"Squatirhina","genus","44.990768","51.238297"
"Carcharodon tembloris","species","-118.500000","35.299999"
"Carcharodon morricei","species","-118.500000","35.299999"
"Heterodontus","genus","-118.912178","35.465393"
"Hexanchus","genus","-118.912178","35.465393"
"Notorhynchus","genus","-118.912178","35.465393"
"Carcharias","genus","-118.912178","35.465393"
"Carcharodon hastalis","species","-118.912178","35.465393"
"Isurus","genus","-118.912178","35.465393"
"Isurus","genus","-118.912178","35.465393"
"Carcharocles megalodon","species","-118.912178","35.465393"
"Carcharodon sulcidens","species","-118.912178","35.465393"
"Cetorhinus","genus","-118.912178","35.465393"
"Scyliorhinus","genus","-118.912178","35.465393"
"Scyliorhinus","genus","-118.912178","35.465393"
"Scyliorhinidae","family","-118.912178","35.465393"
"Triakis","genus","-118.912178","35.465393"
"Carcharhinus","genus","-118.912178","35.465393"
"Negaprion","genus","-118.912178","35.465393"
"Galeocerdo aduncus","species","-118.912178","35.465393"
"Hemipristis serra","species","-118.912178","35.465393"
"Aprionodon","genus","-118.912178","35.465393"
"Sphyrna","genus","-118.912178","35.465393"
"Squalus","genus","-118.912178","35.465393"
"Echinorhinus blakei","species","-118.912178","35.465393"
"Squatina","genus","-118.912178","35.465393"
"Myliobatis","genus","-118.912178","35.465393"
"Raja","genus","-118.912178","35.465393"
"Carcharhinus egertoni","species","86.721390","21.934999"
"Carcharhinus","genus","86.721390","21.934999"
"Hemipristis serra","species","86.721390","21.934999"
"Rhinoptera","genus","86.721390","21.934999"
"Carcharodon subauriculatus","species","-79.678329","9.081111"
"Hemipristis serra","species","-79.678329","9.081111"
"Physogaleus","genus","-79.678329","9.081111"
"Carchariniformes","order","-79.678329","9.081111"
"Pristis","genus","-79.678329","9.081111"
"Carcharodon subauriculatus","species","-79.678329","9.081111"
"Plinthicus","genus","-79.678329","9.081111"
"Carcharodon subauriculatus","species","-79.620003","9.020556"
"Carcharodon subauriculatus","species","-79.649445","9.568333"
"Hemipristis serra","species","-79.649445","9.568333"
"Galeocerdo cuvier","species","-79.649445","9.568333"
"Negaprion","genus","-79.649445","9.568333"
"Carcharodon subauriculatus","species","-79.659721","9.539722"
"Lamniformes","order","-79.659721","9.539722"
"Hemipristis serra","species","-79.659721","9.539722"
"Galeocerdo cuvier","species","-79.659721","9.539722"
"Hemipristis serra","species","-79.653610","9.421389"
"Negaprion","genus","-79.653610","9.421389"
"Carcharocles megalodon","species","15.811667","48.590279"
"Aetobatis irregularis","species","15.811667","48.590279"
"Odontaspis cuspidata","species","14.304167","48.334167"
"Odontaspis acutissima","species","14.304167","48.334167"
"Lamna","genus","14.304167","48.334167"
"Lamna","genus","14.304167","48.334167"
"Carcharocles megalodon","species","14.304167","48.334167"
"Carcharodon subauriculatus","species","14.304167","48.334167"
"Isurus","genus","14.304167","48.334167"
"Isurus desori","species","14.304167","48.334167"
"Carcharodon hastalis","species","14.304167","48.334167"
"Isurus","genus","14.304167","48.334167"
"Hemipristis serra","species","-82.233330","23.100000"
"Carcharocles megalodon","species","-82.233330","23.100000"
"Carcharodon carcharias","species","-82.233330","23.100000"
"Carcharodon hastalis","species","-82.233330","23.100000"
"Carcharias taurus","species","-82.233330","23.100000"
"Galeocerdo contortus","species","-82.233330","23.100000"
"Sphyrna prisca","species","-82.233330","23.100000"
"Carcharocles megalodon","species","137.916672","35.750000"
"Carcharodon hastalis","species","137.916672","35.750000"
"Carcharhinus","genus","139.649994","-34.033001"
"Galeocerdo aduncus","species","139.649994","-34.033001"
"Hemipristis serra","species","139.649994","-34.033001"
"Carcharias","genus","139.649994","-34.033001"
"Odontaspis cuspidata","species","139.649994","-34.033001"
"Lamna","genus","139.649994","-34.033001"
"Odontaspis crassidens","species","139.649994","-34.033001"
"Carcharodon hastalis","species","139.649994","-34.033001"
"Isurus","genus","139.649994","-34.033001"
"Isurus","genus","139.649994","-34.033001"
"Notidanus","genus","139.300003","-34.900002"
"Carcharoides totuserratus","species","139.300003","-34.900002"
"Carcharias","genus","139.300003","-34.900002"
"Carcharocles megalodon","species","139.300003","-34.900002"
"Odontaspis cuspidata","species","139.300003","-34.900002"
"Carcharias","genus","139.300003","-34.900002"
"Lamna","genus","139.300003","-34.900002"
"Carcharodon hastalis","species","139.300003","-34.900002"
"Isurus","genus","139.300003","-34.900002"
"Notidanus serratissimus","species","140.772507","-37.845001"
"Myliobatis","genus","140.772507","-37.845001"
"Galeocerdo","genus","140.772507","-37.845001"
"Carcharias","genus","140.772507","-37.845001"
"Carcharias","genus","140.772507","-37.845001"
"Carcharias","genus","140.772507","-37.845001"
"Odontaspis cuspidata","species","140.772507","-37.845001"
"Carcharias","genus","140.772507","-37.845001"
"Carcharias","genus","140.772507","-37.845001"
"Carcharias","genus","140.772507","-37.845001"
"Lamna obliqua","species","140.772507","-37.845001"
"Carcharocles megalodon","species","139.649994","-34.033001"
"Carcharias","genus","138.481674","-35.225277"
"Carcharodon hastalis","species","138.481674","-35.225277"
"Isurus","genus","138.481674","-35.225277"
"Lamna","genus","138.481674","-35.225277"
"Odontaspis cuspidata","species","138.481674","-35.225277"
"Carcharias","genus","138.481674","-35.225277"
"Notidanus serratissimus","species","138.467224","-30.134167"
"Carcharodon","genus","138.467224","-30.134167"
"Carcharodon hastalis","species","138.467224","-30.134167"
"Pristis","genus","138.467224","-30.134167"
"Myliobatis","genus","138.467224","-30.134167"
"Carcharias","genus","138.467224","-30.134167"
"Carcharias","genus","138.467224","-30.134167"
"Odontaspis cuspidata","species","138.467224","-30.134167"
"Carcharias","genus","138.467224","-30.134167"
"Carcharias","genus","138.467224","-30.134167"
"Lamna","genus","138.467224","-30.134167"
"Lamna vincenti","species","138.467224","-30.134167"
"Notidanus","genus","138.449997","-35.316666"
"Carcharias","genus","138.449997","-35.316666"
"Odontaspis cuspidata","species","138.449997","-35.316666"
"Carcharhinus","genus","138.449997","-35.316666"
"Carchariolamna","genus","138.449997","-35.316666"
"Myliobatis","genus","138.600006","-34.916668"
"Carcharodon carcharias","species","138.600006","-34.916668"
"Carcharhinus","genus","138.600006","-34.916668"
"Carcharias","genus","138.600006","-34.916668"
"Carcharias","genus","138.600006","-34.916668"
"Lamna","genus","138.600006","-34.916668"
"Hemipristis serra","species","-79.836388","9.354444"
"Galeocerdo cuvier","species","-79.836388","9.354444"
"Physogaleus","genus","-79.836388","9.354444"
"Carcharhinus falciformis","species","-79.836388","9.354444"
"Carcharhinus leucas","species","-79.836388","9.354444"
"Carcharhinus obscurus","species","-79.836388","9.354444"
"Carcharhinus perezi","species","-79.836388","9.354444"
"Carcharhinus plumbeus","species","-79.836388","9.354444"
"Carcharhinus","genus","-79.836388","9.354444"
"Negaprion brevirostris","species","-79.836388","9.354444"
"Rhizoprionodon","genus","-79.836388","9.354444"
"Sphyrna","genus","-79.836388","9.354444"
"Sphyrna","genus","-79.836388","9.354444"
"Aetobatus narinari","species","-79.836388","9.354444"
"Myliobatis","genus","-79.836388","9.354444"
"Rhinoptera","genus","-79.836388","9.354444"
"Mobula","genus","-79.836388","9.354444"
"Mobula","genus","-79.836388","9.354444"
"Hemipristis serra","species","-79.810837","9.366944"
"Galeocerdo cuvier","species","-79.810837","9.366944"
"Carcharhinus","genus","-79.810837","9.366944"
"Negaprion brevirostris","species","-79.810837","9.366944"
"Rhinoptera","genus","-79.810837","9.366944"
"Mobula","genus","-79.810837","9.366944"
"Hemipristis serra","species","-79.882774","9.335278"
"Carcharhinus leucas","species","-79.882774","9.335278"
"Carcharhinus perezi","species","-79.882774","9.335278"
"Carcharocles megalodon","species","-79.918053","9.299722"
"Hemipristis serra","species","-79.918053","9.299722"
"Carcharhinus","genus","-79.918053","9.299722"
"Negaprion brevirostris","species","-79.918053","9.299722"
"Carcharocles megalodon","species","-79.838303","9.352800"
"Mobula","genus","-79.838303","9.352800"
"Rhinoptera","genus","-79.838303","9.352800"
"Hemipristis serra","species","-79.838303","9.352800"
"Carcharhinus","genus","-79.838303","9.352800"
"Negaprion brevirostris","species","-79.838303","9.352800"
"Aetobatus narinari","species","-79.838303","9.352800"
"Myliobatis","genus","-79.838303","9.352800"
"Mobula","genus","-79.838303","9.352800"
"Hemipristis serra","species","-79.810280","9.351389"
"Carcharhinus","genus","-79.810280","9.351389"
"Negaprion brevirostris","species","-79.810280","9.351389"
"Aetobatus narinari","species","-79.810280","9.351389"
"Myliobatis","genus","-79.810280","9.351389"
"Carcharocles megalodon","species","-79.816902","9.340800"
"Carcharhinus falciformis","species","-79.816902","9.340800"
"Carcharhinus","genus","-79.816902","9.340800"
"Aetobatus narinari","species","-79.816902","9.340800"
"Rhinoptera","genus","-79.816902","9.340800"
"Carcharocles megalodon","species","-79.813057","9.349444"
"Hemipristis serra","species","-79.813057","9.349444"
"Galeocerdo cuvier","species","-79.813057","9.349444"
"Carcharhinus","genus","-79.813057","9.349444"
"Negaprion brevirostris","species","-79.813057","9.349444"
"Hemipristis serra","species","-79.812500","9.343056"
"Carcharhinus","genus","-79.812500","9.343056"
"Negaprion brevirostris","species","-79.812500","9.343056"
"Carcharocles megalodon","species","-79.913330","9.279444"
"Hemipristis serra","species","-79.913330","9.279444"
"Carcharhinus","genus","-79.913330","9.279444"
"Negaprion brevirostris","species","-79.913330","9.279444"
"Carcharhinus","genus","-79.816666","9.343611"
"Aetobatus narinari","species","-79.816666","9.343611"
"Hemipristis serra","species","-79.932899","9.265208"
"Carcharhinus","genus","-79.932899","9.265208"
"Carcharocles megalodon","species","-79.821114","9.382222"
"Carcharhinus","genus","-79.821114","9.382222"
"Carcharocles megalodon","species","-116.778053","32.099724"
"Carcharocles megalodon","species","-117.624443","33.693333"
"Carcharocles megalodon","species","-118.358612","33.785831"
"Carcharocles megalodon","species","-118.916946","35.460278"
"Carcharocles megalodon","species","-118.500000","35.299999"
"Carcharocles megalodon","species","-117.800003","33.599998"
"Carcharocles megalodon","species","-118.949997","35.549999"
"Carcharocles megalodon","species","-119.306114","35.267776"
"Carcharocles megalodon","species","-119.306114","35.267776"
"Carcharocles megalodon","species","-119.306114","35.267776"
"Carcharocles megalodon","species","-119.306114","35.267776"
"Carcharocles megalodon","species","-119.306114","35.267776"
"Carcharocles megalodon","species","-119.306114","35.267776"
"Carcharocles megalodon","species","-119.306114","35.267776"
"Cretolamna appendiculata","species","-0.155000","52.040279"
"Squalicorax pristodontus","species","-93.011810","32.196297"
"Carcharocles megalodon","species","-69.720276","11.378889"
"Hemipristis serra","species","-69.720276","11.378889"
"Carcharhinus","genus","-69.720276","11.378889"
"Galeocerdo","genus","-69.720276","11.378889"
"Sphyrna","genus","-69.720276","11.378889"
"Aetobatus arcuatus","species","-69.720276","11.378889"
"Rhinoptera","genus","-69.720276","11.378889"
"Carcharocles megalodon","species","-83.000000","30.400000"
"Carcharhinus","genus","-83.000000","30.400000"
"Negaprion brevirostris","species","-83.000000","30.400000"
"Hemipristis serra","species","-83.000000","30.400000"
"Rhizoprionodon","genus","-83.000000","30.400000"
"Carcharodon hastalis","species","-83.000000","30.400000"
"Galeocerdo aduncus","species","-83.000000","30.400000"
"Galeocerdo contortus","species","-83.000000","30.400000"
"Myliobatis","genus","-83.000000","30.400000"
"Carcharocles megalodon","species","-83.000000","30.400000"
"Carcharodon hastalis","species","-83.000000","30.400000"
"Hemipristis serra","species","-83.000000","30.400000"
"Negaprion brevirostris","species","-83.000000","30.400000"
"Carcharhinus leucas","species","-83.000000","30.400000"
"Carcharhinus","genus","-83.000000","30.400000"
"Carcharocles megalodon","species","-83.000000","30.400000"
"Isurus","genus","-83.000000","30.400000"
"Hemipristis serra","species","-83.000000","30.400000"
"Negaprion brevirostris","species","-83.000000","30.400000"
"Striatolamia macrota","species","-83.000000","30.400000"
"Galeocerdo aduncus","species","-83.000000","30.400000"
"Carcharodon hastalis","species","-83.000000","30.400000"
"Isurus desori","species","-83.000000","30.400000"
"Ginglymostoma","genus","-83.000000","30.400000"
"Galeocerdo cuvier","species","-83.000000","30.400000"
"Carcharhinus leucas","species","-83.000000","30.400000"
"Carcharhinus","genus","-83.000000","30.400000"
"Carcharodon subauriculatus","species","-81.983330","27.799999"
"Negaprion brevirostris","species","-81.983330","27.799999"
"Carcharhinus","genus","-81.983330","27.799999"
"Carcharocles megalodon","species","-81.983330","27.799999"
"Hemipristis serra","species","-81.983330","27.799999"
"Galeocerdo cuvier","species","-81.983330","27.799999"
"Carcharocles megalodon","species","-82.525833","27.292221"
"Negaprion brevirostris","species","-82.525833","27.292221"
"Galeocerdo cuvier","species","-82.525833","27.292221"
"Carcharhinus","genus","-82.525833","27.292221"
"Carcharhinus leucas","species","-82.525833","27.292221"
"Carcharodon hastalis","species","-82.525833","27.292221"
"Carcharias taurus","species","-82.525833","27.292221"
"Carcharhinidae","family","-82.525833","27.292221"
"Pristis","genus","-82.525833","27.292221"
"Carcharias taurus","species","14.236111","36.072224"
"Isurus","genus","14.236111","36.072224"
"Carcharocles megalodon","species","14.236111","36.072224"
"Negaprion eurybathrodon","species","14.236111","36.072224"
"Hemipristis serra","species","14.236111","36.072224"
"Carcharias taurus","species","14.340278","35.927776"
"Isurus","genus","14.340278","35.927776"
"Isurus","genus","14.340278","35.927776"
"Carcharocles megalodon","species","14.340278","35.927776"
"Galeocerdo cuvier","species","14.340278","35.927776"
"Galeocerdo aduncus","species","14.340278","35.927776"
"Carcharhinus falciformis","species","14.340278","35.927776"
"Negaprion eurybathrodon","species","14.340278","35.927776"
"Hemipristis serra","species","14.340278","35.927776"
"Hexanchus","genus","14.340278","35.927776"
"Rhizoprionodon","genus","14.340278","35.927776"
"Scyliorhinus","genus","14.340278","35.927776"
"Chaenogaleus","genus","14.340278","35.927776"
"Galeorhinus","genus","14.340278","35.927776"
"Squatina","genus","14.340278","35.927776"
"Raja gentili","species","14.340278","35.927776"
"Carcharias taurus","species","14.236111","36.080555"
"Isurus","genus","14.236111","36.080555"
"Isurus","genus","14.236111","36.080555"
"Carcharocles megalodon","species","14.236111","36.080555"
"Galeocerdo aduncus","species","14.236111","36.080555"
"Carcharhinus falciformis","species","14.236111","36.080555"
"Negaprion eurybathrodon","species","14.236111","36.080555"
"Hemipristis serra","species","14.236111","36.080555"
"Rhizoprionodon","genus","14.236111","36.080555"
"Parotodus benedeni","species","14.236111","36.080555"
"Carcharoides","genus","14.236111","36.080555"
"Sphyrna","genus","14.236111","36.080555"
"Triakis","genus","14.236111","36.080555"
"Carcharias taurus","species","14.333333","35.900002"
"Isurus","genus","14.333333","35.900002"
"Isurus","genus","14.333333","35.900002"
"Carcharocles megalodon","species","14.333333","35.900002"
"Galeocerdo aduncus","species","14.333333","35.900002"
"Carcharhinus falciformis","species","14.333333","35.900002"
"Negaprion eurybathrodon","species","14.333333","35.900002"
"Hemipristis serra","species","14.333333","35.900002"
"Hexanchus","genus","14.333333","35.900002"
"Carcharocles megalodon","species","14.336111","35.908333"
"Negaprion eurybathrodon","species","14.336111","35.908333"
"Carcharhinus falciformis","species","14.336111","35.908333"
"Galeocerdo aduncus","species","14.336111","35.908333"
"Hemipristis serra","species","14.336111","35.908333"
"Isurus","genus","14.336111","35.908333"
"Isurus","genus","14.336111","35.908333"
"Carcharias taurus","species","14.336111","35.908333"
"Notidanodon lanceolatus","species","145.589996","43.327221"
"Squalus latidens","species","145.589996","43.327221"
"Sclerorhynchus","genus","145.589996","43.327221"
"Squalidae","family","145.589996","43.327221"
"Hexanchus","genus","145.548889","43.308613"
"Odontaspis","genus","145.548889","43.308613"
"Cretolamna appendiculata","species","145.548889","43.308613"
"Plicatolamna","genus","145.548889","43.308613"
"Hexanchus","genus","132.766663","33.833332"
"Squalicorax","genus","132.766663","33.833332"
"Cretolamna appendiculata","species","132.766663","33.833332"
"Cretolamna","genus","132.766663","33.833332"
"Notidanodon","genus","130.116669","32.400002"
"Notorhynchus","genus","130.116669","32.400002"
"Cretolamna","genus","130.116669","32.400002"
"Squalicorax","genus","130.116669","32.400002"
"Striatolamia","genus","130.583328","33.599998"
"Isurus","genus","130.583328","33.599998"
"Lamna","genus","130.583328","33.599998"
"Carcharodon auriculatus","species","130.583328","33.599998"
"Carcharodon angustidens","species","130.583328","33.599998"
"Carcharodon","genus","130.583328","33.599998"
"Hexanchus","genus","140.883331","37.033333"
"Heterodontus","genus","140.883331","37.033333"
"Odontaspis","genus","140.883331","37.033333"
"Carcharodon hastalis","species","140.883331","37.033333"
"Isurus desori","species","140.883331","37.033333"
"Lamna","genus","140.883331","37.033333"
"Galeocerdo","genus","140.883331","37.033333"
"Negaprion","genus","140.883331","37.033333"
"Squatina","genus","140.883331","37.033333"
"Hexanchus","genus","130.883331","33.883331"
"Heterodontus","genus","130.883331","33.883331"
"Odontaspis","genus","130.883331","33.883331"
"Cetorhinus","genus","130.883331","33.883331"
"Isurus desori","species","130.883331","33.883331"
"Carcharodon angustidens","species","130.883331","33.883331"
"Galeorhinus","genus","130.883331","33.883331"
"Carcharhinus","genus","130.883331","33.883331"
