"Carcharocles megalodon","species","13.82","7.246","49081"
"Carcharocles megalodon","species","13.82","7.246","52582"
"Carcharocles megalodon","species","145","56","48793"
"Carcharocles megalodon","species","15.97","11.608","12352"
"Carcharocles megalodon","species","15.97","11.608","15332"
"Carcharocles megalodon","species","15.97","11.608","36761"
"Carcharocles megalodon","species","15.97","11.608","38039"
"Carcharocles megalodon","species","15.97","11.608","38833"
"Carcharocles megalodon","species","15.97","11.608","52569"
"Carcharocles megalodon","species","15.97","11.608","52569"
"Carcharocles megalodon","species","15.97","11.608","52598"
"Carcharocles megalodon","species","15.97","11.608","52598"
"Carcharocles megalodon","species","15.97","11.608","52618"
"Carcharocles megalodon","species","15.97","11.608","52618"
"Carcharocles megalodon","species","15.97","11.608","52618"
"Carcharocles megalodon","species","15.97","11.608","52618"
"Carcharocles megalodon","species","15.97","11.608","52628"
"Carcharocles megalodon","species","15.97","11.608","52631"
"Carcharocles megalodon","species","15.97","11.608","52731"
"Carcharocles megalodon","species","15.97","11.608","52765"
"Carcharocles megalodon","species","15.97","11.62","6029"
"Carcharocles megalodon","species","15.97","13.6","49081"
"Carcharocles megalodon","species","15.97","13.6","49081"
"Carcharocles megalodon","species","15.97","13.6","49081"
"Carcharocles megalodon","species","15.97","13.6","49081"
"Carcharocles megalodon","species","15.97","13.6","49081"
"Carcharocles megalodon","species","15.97","13.6","49081"
"Carcharocles megalodon","species","15.97","13.6","49081"
"Carcharocles megalodon","species","15.97","13.6","49081"
"Carcharocles megalodon","species","15.97","13.6","49081"
"Carcharocles megalodon","species","15.97","13.6","49081"
"Carcharocles megalodon","species","15.97","13.82","12189"
"Carcharocles megalodon","species","15.97","13.82","12635"
"Carcharocles megalodon","species","15.97","13.82","13672"
"Carcharocles megalodon","species","15.97","13.82","15028"
"Carcharocles megalodon","species","15.97","13.82","18910"
"Carcharocles megalodon","species","15.97","13.82","1946"
"Carcharocles megalodon","species","15.97","13.82","23697"
"Carcharocles megalodon","species","15.97","13.82","24251"
"Carcharocles megalodon","species","15.97","13.82","24251"
"Carcharocles megalodon","species","15.97","13.82","24251"
"Carcharocles megalodon","species","15.97","13.82","24251"
"Carcharocles megalodon","species","15.97","13.82","29207"
"Carcharocles megalodon","species","15.97","13.82","43760"
"Carcharocles megalodon","species","15.97","13.82","49081"
"Carcharocles megalodon","species","15.97","13.82","49081"
"Carcharocles megalodon","species","15.97","13.82","51904"
"Carcharocles megalodon","species","15.97","13.82","52633"
"Carcharocles megalodon","species","15.97","13.82","52633"
"Carcharocles megalodon","species","15.97","13.82","52633"
"Carcharocles megalodon","species","15.97","13.82","52731"
"Carcharocles megalodon","species","15.97","13.82","52731"
"Carcharocles megalodon","species","15.97","13.82","8464"
"Carcharocles megalodon","species","15.97","3.6","49966"
"Carcharocles megalodon","species","20.44","13.82","13672"
"Carcharocles megalodon","species","20.44","13.82","48529"
"Carcharocles megalodon","species","20.44","15.97","12979"
"Carcharocles megalodon","species","20.44","15.97","13672"
"Carcharocles megalodon","species","20.44","15.97","17219"
"Carcharocles megalodon","species","20.44","15.97","18854"
"Carcharocles megalodon","species","20.44","15.97","50623"
"Carcharocles megalodon","species","20.44","15.97","52108"
"Carcharocles megalodon","species","20.44","15.97","52110"
"Carcharocles megalodon","species","20.44","15.97","52582"
"Carcharocles megalodon","species","20.44","15.97","52582"
"Carcharocles megalodon","species","20.44","15.97","9820"
"Carcharocles megalodon","species","20.44","15.97","9820"
"Carcharocles megalodon","species","23.03","11.608","13672"
