Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
161372,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,andriashevi,"Dolganov, 1983",,,,,"",Little-eyed Skate,,,LC,,3.1,2009,unknown,N
161722,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,bergi,"Dolganov, 1983",,,,,Bathyraja pseudoisotrachys  ,"Bottom Skate, Raspback Skate",,,LC,,3.1,2009,unknown,N
63111,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,brachyurops,"(Fowler, 1910)",,,,,"",Broadnose Skate,,"Raya Cola Corta, Raya De Los Canales",LC,,3.1,2007,unknown,N
63106,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,cousseauae,"Díaz de Astarloa & Mabragaña, 2004",,,,,"","Cousseau's Skate, Joined-fins Skate",,Raya Aletas Juntas,NT,,3.1,2007,decreasing,N
161462,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,diplotaenia,"(Ishiyama, 1952)",,,,,Breviraja diplotaenia  ,Duskypink Skate,,,LC,,3.1,2009,unknown,N
161739,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,eatonii,"(Günther, 1876)",,,,,"",Eaton's Skate,,,DD,,3.1,2009,unknown,N
161623,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,fedorovi,"Dolganov, 1983",,,,,"","Cinnamon Skate, Fedorov Skate, Fedorov's Skate",,,LC,,3.1,2009,unknown,N
63113,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,griseocauda,"(Norman, 1937)",,,,,"",Graytail Skate,,"Raya Gris, Raya Lija",EN,A2bd+4bd,3.1,2007,decreasing,N
161641,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,hesperafricana,"Stehmann, 1995",,,,,"",West African Skate,,,DD,,3.1,2009,unknown,N
161402,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,interrupta,"(Gill & Townsend, 1897)",,,,,Raia interrupta  |Rhinoraja interrupta,Bering Skate,,,LC,,3.1,2016,increasing,N
161659,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,irrasa,"Hureau & Ozouf-Costaz, 1980",,,,,"",Kerguelen Sandpaper Skate,,,NT,,3.1,2009,unknown,N
161387,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,ishiharai,"Stehmann, 2005",,,,,"","Abyssal Skate, Ishihara's Skate",,,DD,,3.1,2015,unknown,N
161454,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,isotrachys,"(Günther, 1877)",,,,,"","Raspback Skate, Challenger's Skate",,,LC,,3.1,2009,unknown,N
161706,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,kincaidii,"(Garman, 1908)",,,,,"",Sandpaper Skate,,,DD,,3.1,2009,unknown,N
161430,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,lindbergi,"Ishiyama & Ishihara, 1977",,,,,"",Commander Skate,,,LC,,3.1,2015,stable,N
44576,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,longicauda,"(de Buen, 1959)",,,,,Breviraja longicauda  ,Slimtail Skate,,Raya De Cola Larga,DD,,3.1,2004,unknown,N
161529,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,maccaini,"Springer, 1971",,,,,"",McCain's Skate,,,NT,,3.1,2009,unknown,N
161350,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,maculata,"Ishiyama & Ishihara, 1977",,,,,"",Whiteblotched Skate,,,LC,,3.1,2015,unknown,N
161319,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,mariposa,"Stevenson, Orr, Hoff & McEachran, 2004",,,,,"",Butterfly Skate,,,LC,,3.1,2016,stable,N
161424,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,matsubarai,"(Ishiyama, 1952)",,,,,Bathyraja caeluronigricans  |Bathyraja notoroensis  |Breviraja matsubarai  ,Dusky Purple Skate,,,DD,,3.1,2009,unknown,N
161619,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,meridionalis,"Stehmann, 1987",,,,,"",Darkbelly Skate,,,DD,,3.1,2009,unknown,N
161683,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,microtrachys,"(Osburn & Nichols, 1916)",,,,,"",Fine-spined Skate,,,LC,,3.1,2015,unknown,N
161381,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,minispinosa,"Ishiyama & Ishihara, 1977",,,,,"","Whitebrow Skate, Smallthorn Skate",,,LC,,3.1,2015,unknown,N
63115,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,pallida,"(Forster, 1967)",,,,,Breviraja pallida  ,"Pallid Skate, Pale Ray",Raie Pále,Raya Pállida,LC,,3.1,2007,unknown,N
80671020,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,panthera,"Orr, Stevenson, Hoff, Spies & McEachran, 2011",,,,,"",Leopard Skate,,,LC,,3.1,2015,stable,N
63112,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,papilonifera,"Stehmann, 1985",,,,,"","Butterfly Skate, Whitemouth Skate",,Raya,DD,,3.1,2007,unknown,N
161471,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,parmifera,"(Bean, 1881)",,,,,Raia parmifera  ,Alaska Skate,,,LC,,3.1,2015,unknown,N
63148,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,peruana,"McEachran & Miyake, 1984",,,,,"",Peruvian Skate,,Raya Peruana,DD,,3.1,2007,unknown,N
63127,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,richardsoni,"(Garrick, 1961)",,,,,Raja richardsoni,"Richardson's Skate, Deepsea Skate, Richardson's Ray",Raie De Richardson,Raya De Richardson,LC,,3.1,2015,unknown,N
63145,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,scaphiops,"(Norman, 1937)",,,,,"",Cuphead Skate,,"Raya Nariguda Manchada, Raya Picuda",NT,,3.1,2007,unknown,N
63137,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,schroederi,"(Krefft, 1968)",,,,,"",Whitemouth Skate,,,DD,,3.1,2007,unknown,N
161382,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,shuntovi,"Dolganov, 1985",,,,,"",Longnose Deepsea Skate,,,DD,,3.1,2009,unknown,N
161612,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,smirnovi,"(Soldatov & Pavlenko, 1915)",,,,,Raja smirnovi  ,Golden Skate,,,LC,,3.1,2009,unknown,N
161561,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,smithii,"(Müller & Henle, 1841)",,,,,"",African Softnose Skate,,,DD,,3.1,2009,unknown,N
161366,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,spinicauda,"(Jensen, 1914)",,,,,Raja spinicauda,"Spinytail Skate, Spinetail Ray, Spinetail Skate",Raie à Queue Épineuse,Raya Ferreiro,NT,,3.1,2009,unknown,N
161486,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,spinosissima,"(Beebe & Tee-Van, 1941)",,,,,Psammobatis spinosissima  ,Pacific White Skate,,,LC,,3.1,2015,unknown,N
161701,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,trachouros,"(Ishiyama, 1958)",,,,,Breviraja trachouros  ,"Eremo Skate, File Skate",,,LC,,3.1,2009,stable,N
161375,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,trachura,"(Gilbert, 1892)",,,,,Raja microtrachys  |Raja trachura  ,"Roughtail Skate, Black Skate",,,LC,,3.1,2015,stable,N
161504,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,tunae,"Stehmann, 2005",,,,,"",Tuna's Skate,,,DD,,3.1,2009,unknown,N
161444,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,tzinovskii,"Dolganov, 1983",,,,,"","Creamback Skate, Tzinovsii Skate",,,LC,,3.1,2009,unknown,N
161594,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,violacea,"(Suvorov, 1935)",,,,,Raja violacea  ,Okhotsk Skate,,,DD,,3.1,2009,unknown,N
41796,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Bathytoshia,brevicaudata,"(Hutton, 1875)",,,,,Dasyatis brevicaudata|Trygon brevicaudata,"Short-tail Stingray, Smooth Stingray",,,LC,,3.1,2016,stable,N
63152,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Bathytoshia,centroura,"(Mitchill, 1815)",,,,,Dasyatis centroura|Dasyatis hastata  |Raja centroura,Roughtail Stingray,,,LC,,3.1,2016,unknown,N
161386,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Bathytoshia,lata,"(Garman, 1880)",,,,,Dasyatis lata|Trygon lata  ,Brown Stingray,,,LC,,3.1,2016,unknown,N
44577,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Benthobatis,kreffti,"Rincón, Stehmann & Vooren, 2001",,,,,"",Brazilian Blind Electric Ray,,Arraia Cega,VU,B1ab(v),3.1,2004,unknown,N
161317,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Benthobatis,marcida,"Bean & Weed, 1909",,,,,"","Deepsea Blind Ray, Pale Blind Ray",,,LC,,3.1,2009,unknown,N
161349,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Benthobatis,moresbyi,"Alcock, 1898",,,,,"",Dark Blindray,,,DD,,3.1,2009,unknown,N
161624,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,NARCINIDAE,Benthobatis,yangi,"Carvalho, Compagno & Ebert, 2003",,,,,"",Taiwanese Blind Electric Ray,,,VU,A2d+4d,3.1,2009,unknown,N
44183,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Beringraja,binoculata,"(Girard, 1855)",,,,,Dipturus binoculata|Raja binoculata,Big Skate,,,LC,,3.1,2016,stable,N
161669,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Beringraja,pulchra,"(Liu, 1932)",,,,,Raja pulchra,Mottled Skate,,,VU,A2bcd+3cd+4cd,3.1,2009,decreasing,N
39335,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,BRACHAELURIDAE,Brachaelurus,colcloughi,"Ogilby, 1908",,,,,Heteroscyllium colcloughi  ,"Colclough's Shark, Bluegrey Carpetshark, Bluegray Carpetshark",,,VU,C2a(ii),3.1,2015,decreasing,N
41732,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,BRACHAELURIDAE,Brachaelurus,waddi,"(Bloch & Schneider, 1801)",,,,,"",Blind Shark,,,LC,,3.1,2015,unknown,N
161416,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Breviraja,claramaculata,"McEachran & Matheson, 1985",,,,,"",,,,DD,,3.1,2009,unknown,N
161527,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Breviraja,colesi,"Bigelow & Schroeder, 1948",,,,,"",Lightnose Skate,,,DD,,3.1,2009,unknown,N
161422,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Breviraja,nigriventralis,"McEachran & Matheson, 1985",,,,,"","Blackbelly Skate, Blackbelly Shortskate",,,DD,,3.1,2009,unknown,N
161708,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Breviraja,spinosa,"Bigelow & Schroeder, 1950",,,,,"",Spiny Shortskate,,,DD,,3.1,2009,unknown,N
161728,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Brevitrygon,imbricata,"(Bloch & Schneider, 1801)",,,,,Himantura dadong  |Himantura imbricata|Raja imbricata  ,Scaly Whipray,,,DD,,3.1,2016,unknown,N
161579,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Brevitrygon,walga,"(Müller & Henle, 1841)",,,,,Himantura heterurus|Himantura nuda|Himantura uylenburgi|Himantura walga|Trygon walga,Dwarf Whipray,,,NT,,3.1,2016,decreasing,N
161688,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Brochiraja,aenigma,"Last & McEachran, 2006",,,,,"",,,,DD,,3.1,2009,unknown,N
161550,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Brochiraja,albilabiata,"Last & McEachran, 2006",,,,,"",,,,DD,,3.1,2009,unknown,N
161602,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Brochiraja,asperula,"(Garrick & Paul, 1974)",,,,,Bathyraja asperula  |Notoraja asperula  |Pavoraja asperula  ,Smooth Deepsea Skate,,,DD,,3.1,2009,unknown,N
161414,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Brochiraja,leviveneta,"Last & McEachran, 2006",,,,,"",,,,DD,,3.1,2009,unknown,N
161500,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Brochiraja,microspinifera,"Last & McEachran, 2006",,,,,"",,,,DD,,3.1,2009,unknown,N
161420,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Brochiraja,spinifera,"(Garrick & Paul, 1974)",,,,,Bathyraja spinifera  |Notoraja spinifera  |Pavoraja spinifera  ,Prickly Deepsea Skate,,,DD,,3.1,2009,unknown,N
44227,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Bythaelurus,alcockii,"(Garman, 1913)",,,,,Bythaelurus alcocki  |Halaelurus alcocki  ,Arabian Catshark,Holbiche Arabique,Pejegato Arábigo,DD,,3.1,2004,unknown,N
61400,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Bythaelurus,canescens,"(Günther, 1878)",,,,,Scyllium canescens,Dusky Catshark,Holbiche Sombre,Gata,DD,,3.1,2006,unknown,N
44604,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Bythaelurus,clevai,"(Séret, 1987)",,,,,"",Broadhead Catshark,,,DD,,3.1,2004,unknown,N
44170,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Bythaelurus,dawsoni,"(Springer, 1971)",,,,,Halaelurus dawsoni,"Dawson's Cat Shark, New Zealand Catshark",,,DD,,3.1,2003,unknown,N
44228,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Bythaelurus,hispidus,"(Alcock, 1891)",,,,,Halaelurus hispidus  ,Bristly Catshark,Holbiche Mignonne,Pejegato Erizado,DD,,3.1,2004,unknown,N
44229,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Bythaelurus,immaculatus,"(Chu & Meng, 1982)",,,,,Halaelurus immaculatus,Spotless Catshark,Holbiche Glabre,Pejegato Immaculado,DD,,3.1,2004,unknown,N
44171,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Bythaelurus,incanus,"Last & Stevens, 2008",,,,,Bythaelurus sp. nov. A  |Halaelurus sp. subspecies A,Sombre Catshark,,,DD,,3.1,2015,unknown,N
44605,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Bythaelurus,lutarius,"(Springer & D'Aubrey, 1972)",,,,,Halaelurus lutarius  ,"Brown Catshark, Mud Catshark",Holbiche Des Vases,Pejegato Fanguero,DD,,3.1,2004,unknown,N
63107,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CALLORHINCHIDAE,Callorhinchus,callorynchus,"(Linnaeus, 1758)",,,,,"","American Elephantfish, Cockfish",,Pez Gallo,LC,,3.1,2007,unknown,N
60138,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CALLORHINCHIDAE,Callorhinchus,capensis,"Duméril, 1865",,,,,"","Cape Elephantfish, Josef, St. Joseph",,,LC,,3.1,2006,stable,N
41743,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CALLORHINCHIDAE,Callorhinchus,milii,"Bory de Saint-Vincent, 1823",,,,,"","Elephant Fish, Ghost Shark, Elephant Shark, Reperepe, Whitefish",,,LC,,3.1,2015,stable,N
161378,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,acronotus,"(Poey, 1860)",,,,,Squalus acronotus  ,Blacknose Shark,,,NT,,3.1,2009,decreasing,N
161526,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,albimarginatus,"(Rüppell, 1837)",,,,,Carcharias albimarginatus,Silvertip Shark,,,VU,A2bd,3.1,2016,decreasing,N
161564,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,altimus,"(Springer, 1950)",,,,,"",Bignose Shark,Requin Babosse,Tiburón Baboso,DD,,3.1,2009,unknown,N
40797,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,amblyrhynchoides,"(Whitley, 1934)",,,,,Carcharhinus amblyrhinchoides  |Gillisqualus amblyrhynchoides  ,Graceful Shark,,,NT,,3.1,2009,unknown,N
39365,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,amblyrhynchos,"(Bleeker, 1856)",,,,,Carcharias amblyrhynchos  ,"Gray Reef Shark, Grey Reef Shark",,,NT,,3.1,2009,unknown,N
39366,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,amboinensis,"(Müller & Henle, 1839)",,,,,Carcharias amboinensis  ,"Java Shark, Pigeye Shark",,,DD,,3.1,2009,unknown,N
39367,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,borneensis,"(Bleeker, 1858)",,,,,Carcharias borneensis  ,Borneo Shark,,,EN,C2a(ii),3.1,2009,unknown,N
41741,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,brachyurus,"(Günther, 1870)",,,,,Carcharhinus acarenatus|Carcharhinus improvisus|Carcharhinus remotoides|Carcharhinus rochensis|Carcharias brachyurus|Carcharias lamiella|Eulamia ahenea,"Copper Shark, New Zealand Whaler, Bronze Whaler, Narrowtooth Shark, Cocktail Shark",Requin Cuivre,"Bacota, Jaqueton Del Estrecho, Tiburón Cobrizo",NT,,3.1,2003,unknown,N
39368,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,brevipinna,"(Müller & Henle, 1839)",,,,,Carcharias brevipinna  ,Spinner Shark,,,NT,,3.1,2009,unknown,N
41733,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,cautus,"(Whitley, 1945)",,,,,"",Nervous Shark,,,DD,,3.1,2003,unknown,N
41734,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,dussumieri,"(Müller & Henle, 1839)",,,,,"","Whitecheek Shark, Widemouth Blackspot Shark",,,NT,,3.1,2003,decreasing,N
39370,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,falciformis,"(Müller & Henle, 1839)",,,,,Carcharias falciformis,Silky Shark,,,NT,,3.1,2016,decreasing,N
41735,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,fitzroyensis,"(Whitley, 1943)",,,,,"",Creek Whaler,,,LC,,3.1,2003,stable,N
41736,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,galapagensis,"(Snodgrass & Heller, 1905)",,,,,"",Galapagos Shark,,,NT,,3.1,2003,unknown,N
39369,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,hemiodon,"(Müller & Henle, 1839)",,,,,"",Pondicherry Shark,,,CR,A2acd; C2a(i),3.1,2003,unknown,N
161524,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,isodon,"(Müller & Henle, 1839)",,,,,Carcharias isodon  ,"Finetooth Shark, Night Shark, Smoothtooth Shark, Eventooth Shark",Requin à Petites Dents,"Galana Dientefino, Tiburón de Noche, Tiburón Dentiliso",LC,,3.1,2009,unknown,N
39371,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,leiodon,"Garrick, 1985",,,,,"","Smoothtooth Blacktip Shark, Smoothtooth Blacktip",,,VU,B1ab(iii); C2a(ii),3.1,2009,unknown,N
39372,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,leucas,"(Müller & Henle, 1839)",,,,,Carcharias leucas  ,Bull Shark,,,NT,,3.1,2009,unknown,N
3851,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,limbatus,"(Müller & Henle, 1839)",,,,,Carcharias limbatus  ,Blacktip Shark,,,NT,,3.1,2009,unknown,N
39374,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,longimanus,"(Poey, 1861)",,,,,Squalus longimanus,"Oceanic Whitetip Shark, Whitetip Shark, White-tipped Shark, Whitetip Oceanic Shark",Requin Océanique,Tiburón Oceanico,VU,A2ad+3d+4ad,3.1,2015,decreasing,N
41737,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,macloti,"(Müller & Henle, 1839)",,,,,"",Hardnose Shark,,,NT,,3.1,2003,unknown,N
39375,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,melanopterus,"(Quoy & Gaimard, 1824)",,,,,Carcharias melanopterus  ,Blacktip Reef Shark,,,NT,,3.1,2009,decreasing,N
3852,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,obscurus,"(Lesueur, 1818)",,,,,Squalus obscurus  ,Dusky Shark,,,VU,A2bd,3.1,2009,decreasing,N
60217,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,perezi,"(Poey, 1876)",,,,,Carcharhinus springeri  ,Caribbean Reef Shark,Requin De Recif,"Cabeza Dura, Tiburón Coralino, Tiburón Piedrero",NT,,3.1,2006,decreasing,N
3853,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,plumbeus,"(Nardo, 1827)",,,,,Squalus plumbeus  ,Sandbar Shark,,,VU,A2bd+4bd,3.1,2009,decreasing,N
60220,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,porosus,"(Ranzani, 1839)",,,,,"",Smalltail Shark,Requiem Tiqueue,"Aleton, Cazon, Chaspat, Cuero Duro O Cabeza Dura, Sarda, Tiburón Poroso, Tollo",DD,,3.1,2006,unknown,N
41738,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,sealei,"(Pietschmann, 1913)",,,,,Carcharias sealei,Blackspot Shark,Requin À Tache Noir,Tiburón Alinegro,NT,,3.1,2003,unknown,N
60219,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,signatus,"(Poey, 1868)",,,,,"",Night Shark,,,VU,A2abd+3bd+4abd,3.1,2006,decreasing,N
161376,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,sorrah,"(Müller & Henle, 1839)",,,,,Carcharias sorrah  ,Spottail Shark,,,NT,,3.1,2009,unknown,N
41739,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,tilstoni,"(Whitley, 1950)",,,,,Carcharhinus limbatus  ,"Australian Blacktip Shark, Blacktip Whaler",,,LC,,3.1,2003,stable,N
