"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"609487","occ","","","65226","Abdounia","genus","34638","Lutetian","","47.8","41.3","18800"
"609488","occ","","","65226","Rhizoprionodon","genus","34662","Lutetian","","47.8","41.3","18800"
"609489","occ","","","65226","Scyliorhinus","genus","34663","Lutetian","","47.8","41.3","18800"
"609491","occ","","","65226","Archaeomanta","genus","34724","Lutetian","","47.8","41.3","18800"
"609492","occ","","","65226","Burnhamia","genus","34727","Lutetian","","47.8","41.3","18800"
"610369","occ","","","65161","Carcharocles megalodon","species","80603","Burdigalian","","20.44","15.97","18854"
"613838","occ","","","65985","Isurus","genus","34613","Miocene","","23.03","5.333","18909"
"613839","occ","","","65985","Carcharodon","genus","34605","Miocene","","23.03","5.333","18909"
"613840","occ","","","65985","Galeocerdo","genus","34643","Miocene","","23.03","5.333","18909"
"613841","occ","","","65985","Hemipristis","genus","34646","Miocene","","23.03","5.333","18909"
"613842","occ","","","65985","Carcharhinus","genus","34640","Miocene","","23.03","5.333","18909"
"613843","occ","","","65985","Myliobatidae","family","80577","Miocene","","23.03","5.333","18909"
"613867","occ","","","52183","Carcharodon hastalis","species","80595","Langhian","","15.97","13.82","18910"
"613868","occ","","","52183","Isurus","genus","34613","Langhian","","15.97","13.82","18910"
"613869","occ","","","52183","Carcharocles megalodon","species","80603","Langhian","","15.97","13.82","18910"
"613870","occ","","","52183","Carcharhinus","genus","34640","Langhian","","15.97","13.82","18910"
"613871","occ","","","52183","Negaprion","genus","34651","Langhian","","15.97","13.82","18910"
"613872","occ","","","52183","Galeocerdo aduncus","species","95928","Langhian","","15.97","13.82","18910"
"613873","occ","","","52183","Galeocerdo","genus","34643","Langhian","","15.97","13.82","18910"
"613874","occ","","","52183","Hemipristis serra","species","83182","Langhian","","15.97","13.82","18910"
"613875","occ","","","52183","Hemipristis","genus","34646","Langhian","","15.97","13.82","18910"
"613876","occ","","","52183","Sphyrna","genus","34664","Langhian","","15.97","13.82","18910"
"613877","occ","","","52183","Myliobatis","genus","34741","Langhian","","15.97","13.82","18910"
"617933","occ","","","13079","Carcharocles megalodon","species","80603","Messinian","","7.246","5.333","18990"
"620886","occ","","","66819","Squatina","genus","34570","Gelasian","","2.588","1.806","19024"
"620887","occ","","","66819","Cetorhinus","genus","34606","Gelasian","","2.588","1.806","19024"
"620888","occ","","","66819","Carcharodon","genus","34605","Gelasian","","2.588","1.806","19024"
"620889","occ","","","66819","Isurus","genus","34613","Gelasian","","2.588","1.806","19024"
"620890","occ","","","66819","Sphyrna","genus","34664","Gelasian","","2.588","1.806","19024"
"624159","occ","","","67200","Squalicorax","genus","34633","Late Coniacian","","89.3","85.8","19175"
"624178","occ","","","67203","Protolamna","genus","34629","Early Albian","","112.03","109","19183"
"624179","occ","","","67203","Cretodus","genus","34607","Early Albian","","112.03","109","19183"
"624278","occ","","","67225","Myliobatidae","family","80577","Cenomanian","","100.5","93.9","19207"
"626790","occ","","","66422","Cretorectolobus","genus","34582","Hauterivian","","132.9","129.4","18982"
"626794","occ","","","66421","Cretorectolobus","genus","34582","Hauterivian","","132.9","129.4","18982"
"626802","occ","","","66420","Cretorectolobus","genus","34582","Hauterivian","","132.9","129.4","18982"
"626803","occ","","","66420","Notidanodon lanceolatus","species","151557","Hauterivian","","132.9","129.4","18982"
"626804","occ","","","66420","Triakidae","family","83176","Hauterivian","","132.9","129.4","18982"
"626809","occ","","","66419","Cretorectolobus","genus","34582","Hauterivian","","132.9","129.4","18982"
"626812","occ","","","66418","Cretorectolobus","genus","34582","Early Barremian","","130","125.45","18982"
"626813","occ","","","66418","Notorhynchus","genus","34529","Early Barremian","","130","125.45","18982"
"626814","occ","","","63065","Heterodontus","genus","34572","Valanginian","","139.8","132.9","19274"
"626815","occ","","","63065","Orectolobiformes","order","34573","Valanginian","","139.8","132.9","19274"
"626816","occ","","","63065","Protolamna","genus","34629","Valanginian","","139.8","132.9","19274"
"626817","occ","","","63065","Palaeoscyllium","genus","34590","Valanginian","","139.8","132.9","19274"
"626819","occ","","","63065","Squatina cranei","species","154455","Valanginian","","139.8","132.9","19274"
"630017","occ","","","67895","Pseudocetorhinus","genus","253574","Rhaetian","","208.5","201.3","19404"
"630416","occ","","","67913","Pristis dubius","species","90672","Late Oxfordian","","161.2","155.7","19406"
"633299","occ","","","68175","Notorynchus","genus","83105","Thanetian","","59.2","56","19606"
"633300","occ","","","68175","Squalus orpiensis","species","154373","Thanetian","","59.2","56","19606"
"633301","occ","","","68175","Heterodontus","genus","34572","Thanetian","","59.2","56","19606"
"633302","occ","","","68175","Squatina","genus","34570","Thanetian","","59.2","56","19606"
"633304","occ","","","68175","Striatolamia","genus","34634","Thanetian","","59.2","56","19606"
"633306","occ","","","68175","Isurolamna","genus","34612","Thanetian","","59.2","56","19606"
"633307","occ","","","68175","Lamna obliqua","species","80600","Thanetian","","59.2","56","19606"
"633308","occ","","","68175","Pachygaleus lefevrei","species","276135","Thanetian","","59.2","56","19606"
"633309","occ","","","68175","Palaeogaleus vincenti","species","154380","Thanetian","","59.2","56","19606"
"633310","occ","","","68175","Myliobatis","genus","34741","Thanetian","","59.2","56","19606"
"634589","occ","","","68271","Carcharodon carcharias","species","83173","Zanclean","","5.333","3.6","19640"
"634973","occ","","","68313","Hemipristis serra","species","83182","Middle Miocene","","15.97","11.608","19610"
"634983","occ","","","68314","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","19610"
"635092","occ","","","67774","Cretolamna appendiculata","species","117676","Late Cretaceous","","100.5","66","19362"
"637606","occ","","","67458","Cretolamna","genus","34608","Late Paleocene","","58.7","55.8","19764"
"637607","occ","","","67459","Cretolamna","genus","34608","Early Eocene","","55.8","48.6","19764"
"638669","occ","","","43030","Striatolamia macrota","species","66716","Late Eocene","","37.2","33.9","19822"
"638670","occ","","","43030","Galeorhinus","genus","83177","Late Eocene","","37.2","33.9","19822"
"639047","occ","","","55535","Carcharodon carcharias","species","83173","Messinian","","7.246","5.333","19852"
"639048","occ","","","55535","Carcharodon hastalis","species","80595","Messinian","","7.246","5.333","19852"
"639424","occ","","","51190","Lamna","genus","34615","Burdigalian","","20.44","15.97","19863"
"639425","occ","","","51190","Isurus","genus","34613","Burdigalian","","20.44","15.97","19863"
"639426","occ","","","51190","Carcharodon","genus","34605","Burdigalian","","20.44","15.97","19863"
"641362","occ","","","69150","Squalicorax kaupi","species","210092","Campanian","","83.6","72.1","19785"
"641363","occ","","","69150","Eucrossorhinus microcuspidatus","species","117648","Campanian","","83.6","72.1","19785"
"641364","occ","","","69150","Cretorectolobus olsoni","species","117649","Campanian","","83.6","72.1","19785"
"641366","occ","","","69150","Odontaspis sanguinei","species","117652","Campanian","","83.6","72.1","19785"
"641367","occ","","","69150","Plicatolamna arcuata","species","117653","Campanian","","83.6","72.1","19785"
"641368","occ","","","69150","Archaeotriakis rochelleae","species","117656","Campanian","","83.6","72.1","19785"
"641381","occ","","","69150","Myledaphus bipartitus","species","63022","Campanian","","83.6","72.1","19785"
"641384","occ","","","69153","Squalicorax kaupi","species","210092","Campanian","","83.6","72.1","19785"
"641385","occ","","","69153","Cretorectolobus olsoni","species","117649","Campanian","","83.6","72.1","19785"
"641387","occ","","","69153","Plicatolamna arcuata","species","117653","Campanian","","83.6","72.1","19785"
"641391","occ","","","69153","Myledaphus bipartitus","species","63022","Campanian","","83.6","72.1","19785"
"641396","occ","","","69161","Squalicorax kaupi","species","210092","Campanian","","83.6","72.1","19785"
"641397","occ","","","69161","Eucrossorhinus microcuspidatus","species","117648","Campanian","","83.6","72.1","19785"
"641398","occ","","","69161","Cretorectolobus olsoni","species","117649","Campanian","","83.6","72.1","19785"
"641400","occ","","","69161","Odontaspis sanguinei","species","117652","Campanian","","83.6","72.1","19785"
"641401","occ","","","69161","Plicatolamna arcuata","species","117653","Campanian","","83.6","72.1","19785"
"641403","occ","","","69161","Archaeotriakis rochelleae","species","117656","Campanian","","83.6","72.1","19785"
"641409","occ","","","69161","Myledaphus bipartitus","species","63022","Campanian","","83.6","72.1","19785"
"641572","occ","","","69177","Myledaphus bipartitus","species","63022","Campanian","","83.6","72.1","19785"
"641573","occ","","","69178","Plicatolamna arcuata","species","117653","Campanian","","83.6","72.1","19785"
"641574","occ","","","69178","Myledaphus bipartitus","species","63022","Campanian","","83.6","72.1","19785"
"642185","occ","","","69250","Myledaphus bipartitus","species","63022","Campanian","","83.6","72.1","19785"
"642186","occ","","","69251","Plicatolamna arcuata","species","117653","Campanian","","83.6","72.1","19785"
"642187","occ","","","69251","Myledaphus bipartitus","species","63022","Campanian","","83.6","72.1","19785"
"642188","occ","","","69252","Myledaphus bipartitus","species","63022","Campanian","","83.6","72.1","19785"
"642190","occ","","","69253","Myledaphus bipartitus","species","63022","Campanian","","83.6","72.1","19785"
"643485","occ","","","69150","Chiloscyllium","genus","34581","Campanian","","83.6","72.1","19986"
"643507","occ","","","69450","Cretorectolobus olsoni","species","117649","Campanian","","83.6","72.1","19785"
"643509","occ","","","69450","Myledaphus bipartitus","species","63022","Campanian","","83.6","72.1","19785"
"645031","occ","","","38868","Lamnidae","family","80587","Ypresian","","56","47.8","23360"
"645725","occ","","","69730","Carcharodon carcharias","species","83173","Tortonian","","11.62","7.246","23394"
"645727","occ","","","69731","Carcharodon carcharias","species","83173","Zanclean","","5.333","3.6","23394"
"645728","occ","","","69731","Prionace","genus","34658","Zanclean","","5.333","3.6","23394"
"646272","occ","","","69805","Notorhynchus","genus","34529","Early Oligocene","","33.9","28.4","23435"
"646273","occ","","","69805","Squalus","genus","34562","Early Oligocene","","33.9","28.4","23435"
"646274","occ","","","69805","Squatina angeloides","species","95926","Early Oligocene","","33.9","28.4","23435"
"646275","occ","","","69805","Odontaspis cuspidata","species","80589","Early Oligocene","","33.9","28.4","23435"
"646276","occ","","","69805","Carcharias acutissima","species","97236","Early Oligocene","","33.9","28.4","23435"
"646277","occ","","","69805","Isurus","genus","34613","Early Oligocene","","33.9","28.4","23435"
"646278","occ","","","69805","Isurus desori","species","280548","Early Oligocene","","33.9","28.4","23435"
"646282","occ","","","69805","Carcharocles","genus","34603","Early Oligocene","","33.9","28.4","23435"
"646284","occ","","","69805","Keasius parvus","species","95927","Early Oligocene","","33.9","28.4","23435"
"646285","occ","","","69805","Scyliorhinus","genus","34663","Early Oligocene","","33.9","28.4","23435"
"646286","occ","","","69805","Carcharhinus","genus","34640","Early Oligocene","","33.9","28.4","23435"
"646287","occ","","","69805","Physogaleus","genus","34656","Early Oligocene","","33.9","28.4","23435"
"646288","occ","","","69805","Galeocerdo aduncus","species","95928","Early Oligocene","","33.9","28.4","23435"
"646290","occ","","","69805","Myliobatis oligocaena","species","95929","Early Oligocene","","33.9","28.4","23435"
"646291","occ","","","69805","Rhinoptera","genus","34745","Early Oligocene","","33.9","28.4","23435"
"648241","occ","","","70075","Selachii","unranked clade","80574","Maastrichtian","","72.1","66","23528"
"649086","occ","","","70129","Odontaspis cuspidata","species","80589","Danian","","66","61.6","23547"
"649995","occ","","","70253","Plicatolamna arcuata","species","117653","Late Campanian","","83.5","70.6","23339"
"649996","occ","","","70253","Centrophoroides","genus","34537","Late Campanian","","83.5","70.6","23339"
"649998","occ","","","70253","Odontaspis","genus","34620","Late Campanian","","83.5","70.6","23339"
"649999","occ","","","70253","Pseudodontaspis","genus","86141","Late Campanian","","83.5","70.6","23339"
"650000","occ","","","70253","Cretorectolobus olsoni","species","117649","Late Campanian","","83.5","70.6","23339"
"650005","occ","","","70253","Myledaphus bipartitus","species","63022","Late Campanian","","83.5","70.6","23339"
"650039","occ","","","70268","Plicatolamna arcuata","species","117653","Late Campanian","","83.5","70.6","23339"
"650040","occ","","","70268","Squalicorax kaupi","species","210092","Late Campanian","","83.5","70.6","23339"
"650041","occ","","","70268","Centrophoroides","genus","34537","Late Campanian","","83.5","70.6","23339"
"650043","occ","","","70268","Odontaspis","genus","34620","Late Campanian","","83.5","70.6","23339"
"650044","occ","","","70268","Pseudodontaspis","genus","86141","Late Campanian","","83.5","70.6","23339"
