"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","abund_value","abund_unit","lng","lat"
"1228168","occ","","","161520","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52628","","","138.883331","36.316666"
"1228171","occ","","","161522","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52631","","","139.368332","36.136112"
"1228174","occ","","","161524","Carcharhinus priscus","species","280327","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228176","occ","","","161524","Carcharias acutissima","species","97236","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228178","occ","","","161524","Isogomphodon","genus","34647","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228180","occ","","","161524","Squatina","genus","34570","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228181","occ","","","161524","Chaenogaleus","genus","34641","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228183","occ","","","161524","Galeocerdo aduncus","species","95928","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228184","occ","","","161524","Notorynchus","genus","83105","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228185","occ","","","161524","Rhizoprionodon","genus","34662","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228186","occ","","","161524","Rhizoprionodon taxandriae","species","280325","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228187","occ","","","161524","Sphyrna zygaena","species","83211","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228188","occ","","","161524","Hexanchus","genus","34526","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228189","occ","","","161524","Galeorhinus galeus","species","223923","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228190","occ","","","161524","Paragaleus","genus","34654","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228192","occ","","","161524","Hemipristis serra","species","83182","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228193","occ","","","161524","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228194","occ","","","161524","Carcharodon escheri","species","210112","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228195","occ","","","161524","Megascyliorhinus miocaenicus","species","83126","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228196","occ","","","161524","Sphyrna","genus","34664","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228197","occ","","","161524","Sphyrna","genus","34664","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228198","occ","","","161524","Isurus","genus","34613","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228200","occ","","","161524","Ginglymostoma","genus","34584","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228201","occ","","","161524","Sphyrna","genus","34664","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228203","occ","","","161525","Carcharhinus priscus","species","280327","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228205","occ","","","161525","Carcharias acutissima","species","97236","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228207","occ","","","161525","Isogomphodon","genus","34647","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228209","occ","","","161525","Squatina","genus","34570","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228210","occ","","","161525","Chaenogaleus","genus","34641","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228212","occ","","","161525","Galeocerdo aduncus","species","95928","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228213","occ","","","161525","Rhizoprionodon taxandriae","species","280325","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228214","occ","","","161525","Sphyrna zygaena","species","83211","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228215","occ","","","161525","Hemipristis serra","species","83182","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228216","occ","","","161525","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228217","occ","","","161525","Carcharodon escheri","species","210112","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228218","occ","","","161525","Isurus","genus","34613","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228230","occ","","","161527","Carcharhinus priscus","species","280327","Serravallian","","13.82","11.62","52633","","","-0.058333","44.329723"
"1228232","occ","","","161527","Carcharias acutissima","species","97236","Serravallian","","13.82","11.62","52633","","","-0.058333","44.329723"
"1228234","occ","","","161527","Isogomphodon","genus","34647","Serravallian","","13.82","11.62","52633","","","-0.058333","44.329723"
"1228236","occ","","","161527","Squatina","genus","34570","Serravallian","","13.82","11.62","52633","","","-0.058333","44.329723"
"1228237","occ","","","161527","Chaenogaleus","genus","34641","Serravallian","","13.82","11.62","52633","","","-0.058333","44.329723"
"1228239","occ","","","161527","Galeocerdo aduncus","species","95928","Serravallian","","13.82","11.62","52633","","","-0.058333","44.329723"
"1228240","occ","","","161527","Notorynchus","genus","83105","Serravallian","","13.82","11.62","52633","","","-0.058333","44.329723"
"1228241","occ","","","161527","Rhizoprionodon","genus","34662","Serravallian","","13.82","11.62","52633","","","-0.058333","44.329723"
"1228242","occ","","","161527","Rhizoprionodon taxandriae","species","280325","Serravallian","","13.82","11.62","52633","","","-0.058333","44.329723"
"1228243","occ","","","161527","Sphyrna zygaena","species","83211","Serravallian","","13.82","11.62","52633","","","-0.058333","44.329723"
"1228244","occ","","","161527","Hexanchus","genus","34526","Serravallian","","13.82","11.62","52633","","","-0.058333","44.329723"
"1228246","occ","","","161527","Hemipristis serra","species","83182","Serravallian","","13.82","11.62","52633","","","-0.058333","44.329723"
"1228247","occ","","","161527","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","52633","","","-0.058333","44.329723"
"1228248","occ","","","161527","Megascyliorhinus miocaenicus","species","83126","Serravallian","","13.82","11.62","52633","","","-0.058333","44.329723"
"1228261","occ","","","161533","Carcharias acutissima","species","97236","Serravallian","","13.82","11.62","52633","","","-0.866667","44.556110"
"1228262","occ","","","161533","Isogomphodon","genus","34647","Serravallian","","13.82","11.62","52633","","","-0.866667","44.556110"
"1228263","occ","","","161533","Chaenogaleus","genus","34641","Serravallian","","13.82","11.62","52633","","","-0.866667","44.556110"
"1228264","occ","","","161533","Notorynchus","genus","83105","Serravallian","","13.82","11.62","52633","","","-0.866667","44.556110"
"1228265","occ","","","161533","Rhizoprionodon taxandriae","species","280325","Serravallian","","13.82","11.62","52633","","","-0.866667","44.556110"
"1228266","occ","","","161533","Hemipristis serra","species","83182","Serravallian","","13.82","11.62","52633","","","-0.866667","44.556110"
"1228267","occ","","","161533","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","52633","","","-0.866667","44.556110"
"1228269","occ","","","161533","Ginglymostoma","genus","34584","Serravallian","","13.82","11.62","52633","","","-0.866667","44.556110"
"1228270","occ","","","161533","Sphyrna","genus","34664","Serravallian","","13.82","11.62","52633","","","-0.866667","44.556110"
"1228497","occ","","","161611","Carcharhinus priscus","species","280327","Langhian","","15.97","13.82","52633","","","-0.246111","44.515556"
"1228499","occ","","","161611","Carcharias acutissima","species","97236","Langhian","","15.97","13.82","52633","","","-0.246111","44.515556"
"1228502","occ","","","161611","Squatina","genus","34570","Langhian","","15.97","13.82","52633","","","-0.246111","44.515556"
"1228503","occ","","","161611","Chaenogaleus","genus","34641","Langhian","","15.97","13.82","52633","","","-0.246111","44.515556"
"1228504","occ","","","161611","Galeocerdo aduncus","species","95928","Langhian","","15.97","13.82","52633","","","-0.246111","44.515556"
"1228505","occ","","","161611","Notorynchus","genus","83105","Langhian","","15.97","13.82","52633","","","-0.246111","44.515556"
"1228506","occ","","","161611","Rhizoprionodon taxandriae","species","280325","Langhian","","15.97","13.82","52633","","","-0.246111","44.515556"
"1228508","occ","","","161611","Sphyrna zygaena","species","83211","Langhian","","15.97","13.82","52633","","","-0.246111","44.515556"
"1228509","occ","","","161611","Paragaleus","genus","34654","Langhian","","15.97","13.82","52633","","","-0.246111","44.515556"
"1228510","occ","","","161611","Hemipristis serra","species","83182","Langhian","","15.97","13.82","52633","","","-0.246111","44.515556"
"1228511","occ","","","161611","Carcharocles megalodon","species","80603","Langhian","","15.97","13.82","52633","","","-0.246111","44.515556"
"1228513","occ","","","161611","Ginglymostoma","genus","34584","Langhian","","15.97","13.82","52633","","","-0.246111","44.515556"
"1228514","occ","","","161611","Sphyrna","genus","34664","Langhian","","15.97","13.82","52633","","","-0.246111","44.515556"
"1228534","occ","","","161620","Carcharhinus priscus","species","280327","Langhian","","15.97","13.82","52633","","","-9.362778","38.706669"
"1228537","occ","","","161620","Isogomphodon","genus","34647","Langhian","","15.97","13.82","52633","","","-9.362778","38.706669"
"1228539","occ","","","161620","Squatina","genus","34570","Langhian","","15.97","13.82","52633","","","-9.362778","38.706669"
"1228540","occ","","","161620","Chaenogaleus","genus","34641","Langhian","","15.97","13.82","52633","","","-9.362778","38.706669"
"1228542","occ","","","161620","Galeocerdo aduncus","species","95928","Langhian","","15.97","13.82","52633","","","-9.362778","38.706669"
"1228543","occ","","","161620","Notorynchus","genus","83105","Langhian","","15.97","13.82","52633","","","-9.362778","38.706669"
"1228546","occ","","","161524","Squalus","genus","34562","Serravallian","","13.82","11.62","52633","","","-0.873740","44.572399"
"1228547","occ","","","161620","Rhizoprionodon","genus","34662","Langhian","","15.97","13.82","52633","","","-9.362778","38.706669"
"1228548","occ","","","161620","Sphyrna zygaena","species","83211","Langhian","","15.97","13.82","52633","","","-9.362778","38.706669"
"1228549","occ","","","161620","Paragaleus","genus","34654","Langhian","","15.97","13.82","52633","","","-9.362778","38.706669"
"1228551","occ","","","161620","Hemipristis serra","species","83182","Langhian","","15.97","13.82","52633","","","-9.362778","38.706669"
"1228552","occ","","","161620","Carcharocles megalodon","species","80603","Langhian","","15.97","13.82","52633","","","-9.362778","38.706669"
"1228553","occ","","","161620","Megascyliorhinus miocaenicus","species","83126","Langhian","","15.97","13.82","52633","","","-9.362778","38.706669"
"1228554","occ","","","161620","Sphyrna","genus","34664","Langhian","","15.97","13.82","52633","","","-9.362778","38.706669"
"1228555","occ","","","161620","Squalus","genus","34562","Langhian","","15.97","13.82","52633","","","-9.362778","38.706669"
"1228556","occ","","","161620","Isurus","genus","34613","Langhian","","15.97","13.82","52633","","","-9.362778","38.706669"
"1228602","occ","","","161623","Carcharhinus priscus","species","280327","Langhian","","15.97","13.82","52633","","","-3.614444","43.450832"
"1228604","occ","","","161623","Carcharias acutissima","species","97236","Langhian","","15.97","13.82","52633","","","-3.614444","43.450832"
"1228605","occ","","","161623","Isogomphodon","genus","34647","Langhian","","15.97","13.82","52633","","","-3.614444","43.450832"
"1228607","occ","","","161623","Squatina","genus","34570","Langhian","","15.97","13.82","52633","","","-3.614444","43.450832"
"1228608","occ","","","161623","Chaenogaleus","genus","34641","Langhian","","15.97","13.82","52633","","","-3.614444","43.450832"
"1228609","occ","","","161623","Galeocerdo aduncus","species","95928","Langhian","","15.97","13.82","52633","","","-3.614444","43.450832"
"1228610","occ","","","161623","Notorynchus","genus","83105","Langhian","","15.97","13.82","52633","","","-3.614444","43.450832"
"1228611","occ","","","161623","Rhizoprionodon taxandriae","species","280325","Langhian","","15.97","13.82","52633","","","-3.614444","43.450832"
"1228612","occ","","","161623","Sphyrna zygaena","species","83211","Langhian","","15.97","13.82","52633","","","-3.614444","43.450832"
"1228613","occ","","","161623","Paragaleus","genus","34654","Langhian","","15.97","13.82","52633","","","-3.614444","43.450832"
"1228614","occ","","","161623","Hemipristis serra","species","83182","Langhian","","15.97","13.82","52633","","","-3.614444","43.450832"
"1228615","occ","","","161623","Carcharocles megalodon","species","80603","Langhian","","15.97","13.82","52633","","","-3.614444","43.450832"
"1228616","occ","","","161623","Squalus","genus","34562","Langhian","","15.97","13.82","52633","","","-3.614444","43.450832"
"1228617","occ","","","161623","Sphyrna","genus","34664","Langhian","","15.97","13.82","52633","","","-3.614444","43.450832"
"1228618","occ","","","161623","Ginglymostoma","genus","34584","Langhian","","15.97","13.82","52633","","","-3.614444","43.450832"
"1229179","occ","","","161746","Squalicorax","genus","34633","Santonian","","86.3","83.6","52687","","","0.333333","45.700001"
"1229182","occ","","","77233","Protoscyliorhinus","genus","34659","Early Cenomanian","","99.6","93.5","52687","","","-0.827955","45.967049"
"1229186","occ","","","77233","Heterodontus","genus","34572","Early Cenomanian","","99.6","93.5","52687","","","-0.827955","45.967049"
"1229189","occ","","","161748","Squalicorax falcatus","species","125016","Turonian","","93.9","89.8","52687","","","0.150000","45.633331"
"1229190","occ","","","161748","Cretodus semiplicatus","species","131781","Turonian","","93.9","89.8","52687","","","0.150000","45.633331"
"1229191","occ","","","161748","Cretodus","genus","34607","Turonian","","93.9","89.8","52687","","","0.150000","45.633331"
"1229192","occ","","","161748","Squalicorax","genus","34633","Turonian","","93.9","89.8","52687","","","0.150000","45.633331"
"1229194","occ","","","161749","Cretoxyrhina mantelli","species","124956","Coniacian","","89.8","86.3","52687","","","1.150000","45.066666"
"1229196","occ","","","161749","Cretolamna appendiculata","species","117676","Coniacian","","89.8","86.3","52687","","","1.150000","45.066666"
"1229198","occ","","","161751","Cenocarcharias","genus","105797","Cenomanian","","100.5","93.9","52687","","","0.150000","45.633331"
"1229199","occ","","","161752","Carcharias","genus","64190","Cenomanian","","100.5","93.9","52687","","","0.150000","45.633331"
"1229200","occ","","","161753","Torpedo","genus","34719","Lutetian","Bartonian","47.8","38","52687","","","1.135833","43.689167"
"1229201","occ","","","161753","Deania","genus","34543","Lutetian","Bartonian","47.8","38","52687","","","1.135833","43.689167"
"1229203","occ","","","161753","Eosqualiolus aturensis","species","305757","Lutetian","Bartonian","47.8","38","52687","","","1.135833","43.689167"
"1229204","occ","","","161753","Etmopterus","genus","34546","Lutetian","Bartonian","47.8","38","52687","","","1.135833","43.689167"
"1229206","occ","","","161753","Triakis","genus","34666","Lutetian","Bartonian","47.8","38","52687","","","1.135833","43.689167"
"1229208","occ","","","161753","Squaliolus","genus","34560","Lutetian","Bartonian","47.8","38","52687","","","1.135833","43.689167"
"1229209","occ","","","161753","Pararhincodon","genus","34593","Lutetian","Bartonian","47.8","38","52687","","","1.135833","43.689167"
"1229212","occ","","","161753","Raja","genus","34706","Lutetian","Bartonian","47.8","38","52687","","","1.135833","43.689167"
"1229215","occ","","","161753","Paraetmopterus nolfi","species","305765","Lutetian","Bartonian","47.8","38","52687","","","1.135833","43.689167"
"1229217","occ","","","161753","Torpedo","genus","34719","Lutetian","Bartonian","47.8","38","52687","","","1.135833","43.689167"
"1229219","occ","","","161753","Foumtizia","genus","276150","Lutetian","Bartonian","47.8","38","52687","","","1.135833","43.689167"
"1229220","occ","","","161753","Orectoloboides","genus","34588","Lutetian","Bartonian","47.8","38","52687","","","1.135833","43.689167"
"1229223","occ","","","161753","Hemiscyllium","genus","34585","Lutetian","Bartonian","47.8","38","52687","","","1.135833","43.689167"
"1229224","occ","","","161753","Scyliorhinus","genus","34663","Lutetian","Bartonian","47.8","38","52687","","","1.135833","43.689167"
"1229225","occ","","","161753","Trigonognathus","genus","246559","Lutetian","Bartonian","47.8","38","52687","","","1.135833","43.689167"
"1229226","occ","","","161753","Squaliodalatias weltoni","species","151826","Lutetian","Bartonian","47.8","38","52687","","","1.135833","43.689167"
"1229229","occ","","","161754","Triakis","genus","34666","Ypresian","Lutetian","56","41.3","52687","","","0.837222","43.757500"
"1229230","occ","","","161754","Pararhincodon","genus","34593","Ypresian","Lutetian","56","41.3","52687","","","0.837222","43.757500"
"1229232","occ","","","161754","Raja","genus","34706","Ypresian","Lutetian","56","41.3","52687","","","0.837222","43.757500"
"1229233","occ","","","161754","Paraetmopterus nolfi","species","305765","Ypresian","Lutetian","56","41.3","52687","","","0.837222","43.757500"
"1229234","occ","","","161754","Torpedo","genus","34719","Ypresian","Lutetian","56","41.3","52687","","","0.837222","43.757500"
"1229236","occ","","","161754","Foumtizia","genus","276150","Ypresian","Lutetian","56","41.3","52687","","","0.837222","43.757500"
"1229238","occ","","","161754","Hemiscyllium","genus","34585","Ypresian","Lutetian","56","41.3","52687","","","0.837222","43.757500"
"1229239","occ","","","161754","Squaliodalatias weltoni","species","151826","Ypresian","Lutetian","56","41.3","52687","","","0.837222","43.757500"
"1229240","occ","","","161755","Pristis aquitanicus","species","132691","Burdigalian","","20.44","15.97","52687","","","0.599722","43.729443"
"1229241","occ","","","161755","Aetobatus arcuatus","species","80582","Burdigalian","","20.44","15.97","52687","","","0.599722","43.729443"
"1229242","occ","","","161755","Ginglymostoma","genus","34584","Burdigalian","","20.44","15.97","52687","","","0.599722","43.729443"
"1229243","occ","","","161755","Myliobatis","genus","34741","Burdigalian","","20.44","15.97","52687","","","0.599722","43.729443"
"1229244","occ","","","161755","Myliobatis","genus","34741","Burdigalian","","20.44","15.97","52687","","","0.599722","43.729443"
"1229245","occ","","","161755","Myliobatis","genus","34741","Burdigalian","","20.44","15.97","52687","","","0.599722","43.729443"
"1229246","occ","","","161755","Myliobatis","genus","34741","Burdigalian","","20.44","15.97","52687","","","0.599722","43.729443"
"1229247","occ","","","161755","Aetobatus","genus","34721","Burdigalian","","20.44","15.97","52687","","","0.599722","43.729443"
"1229248","occ","","","161755","Hemipristis serra","species","83182","Burdigalian","","20.44","15.97","52687","","","0.599722","43.729443"
"1229249","occ","","","161756","Hemipristis serra","species","83182","Burdigalian","","20.44","15.97","52687","","","0.716389","44.896389"
"1229250","occ","","","161756","Notorynchus","genus","83105","Burdigalian","","20.44","15.97","52687","","","0.716389","44.896389"
"1229251","occ","","","161757","Hemipristis serra","species","83182","Burdigalian","","20.44","15.97","52687","","","0.716389","44.896389"
"1229252","occ","","","161758","Myliobatidae","family","80577","Burdigalian","","20.44","15.97","52687","","","0.595000","44.653057"
"1229253","occ","","","161759","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","52687","","","1.055278","43.707222"
"1229404","occ","","","18579","Notorynchus","genus","83105","Early Hemingfordian","","20.43","15.97","52700","U","category","-75.599998","39.200001"
"1229405","occ","","","18579","Squalus","genus","34562","Early Hemingfordian","","20.43","15.97","52700","R","category","-75.599998","39.200001"
"1229406","occ","","","18579","Squatina","genus","34570","Early Hemingfordian","","20.43","15.97","52700","R","category","-75.599998","39.200001"
"1229407","occ","","","18579","Orectolobidae","family","63015","Early Hemingfordian","","20.43","15.97","52700","R","category","-75.599998","39.200001"
"1229408","occ","","","18579","Rhincodon","genus","34596","Early Hemingfordian","","20.43","15.97","52700","R","category","-75.599998","39.200001"
"1229409","occ","","","18579","Odontaspis cuspidata","species","80589","Early Hemingfordian","","20.43","15.97","52700","C","category","-75.599998","39.200001"
"1229410","occ","","","18579","Carcharodon subauriculatus","species","83172","Early Hemingfordian","","20.43","15.97","52700","R","category","-75.599998","39.200001"
"1229411","occ","","","18579","Carcharodon hastalis","species","80595","Early Hemingfordian","","20.43","15.97","52700","U","category","-75.599998","39.200001"
"1229412","occ","","","18579","Isurus","genus","34613","Early Hemingfordian","","20.43","15.97","52700","U","category","-75.599998","39.200001"
"1229413","occ","","","18579","Hemipristis serra","species","83182","Early Hemingfordian","","20.43","15.97","52700","A","category","-75.599998","39.200001"
"1229414","occ","","","18579","Galeocerdo contortus","species","83184","Early Hemingfordian","","20.43","15.97","52700","C","category","-75.599998","39.200001"
"1229415","occ","","","18579","Galeocerdo aduncus","species","95928","Early Hemingfordian","","20.43","15.97","52700","C","category","-75.599998","39.200001"
"1229416","occ","","","18579","Carcharhinus","genus","34640","Early Hemingfordian","","20.43","15.97","52700","C","category","-75.599998","39.200001"
"1229417","occ","","","18579","Carcharhinus","genus","34640","Early Hemingfordian","","20.43","15.97","52700","C","category","-75.599998","39.200001"
"1229418","occ","","","18579","Carcharhinus","genus","34640","Early Hemingfordian","","20.43","15.97","52700","C","category","-75.599998","39.200001"
"1229766","occ","","","161895","Squaliolus schaubi","species","305754","Burdigalian","","20.44","15.97","52722","7","specimens","17.380833","48.586945"
"1229767","occ","","","161895","Paraetmopterus horvathi","species","305766","Burdigalian","","20.44","15.97","52722","1","specimens","17.380833","48.586945"
"1229769","occ","","","161896","Squaliolus schaubi","species","305754","Burdigalian","","20.44","15.97","52722","1","specimens","17.380833","48.586945"
"1229770","occ","","","161897","Galeus","genus","34645","Burdigalian","","20.44","15.97","52722","6","specimens","17.380833","48.586945"
"1229771","occ","","","161897","Squaliolus schaubi","species","305754","Burdigalian","","20.44","15.97","52722","22","specimens","17.380833","48.586945"
"1229772","occ","","","161897","Eosqualiolus skrovinai","species","305758","Burdigalian","","20.44","15.97","52722","2","specimens","17.380833","48.586945"
"1229773","occ","","","161897","Squaliodalatias","genus","86145","Burdigalian","","20.44","15.97","52722","1","specimens","17.380833","48.586945"
"1229774","occ","","","161897","Etmopterus","genus","34546","Burdigalian","","20.44","15.97","52722","1","specimens","17.380833","48.586945"
"1229775","occ","","","161897","Paraetmopterus horvathi","species","305766","Burdigalian","","20.44","15.97","52722","12","specimens","17.380833","48.586945"
"1229777","occ","","","161898","Squaliolus schaubi","species","305754","Burdigalian","","20.44","15.97","52722","6","specimens","17.380833","48.586945"
"1229778","occ","","","161898","Eosqualiolus skrovinai","species","305758","Burdigalian","","20.44","15.97","52722","1","specimens","17.380833","48.586945"
"1229779","occ","","","161898","Paraetmopterus horvathi","species","305766","Burdigalian","","20.44","15.97","52722","1","specimens","17.380833","48.586945"
"1229782","occ","","","161899","Eosqualiolus skrovinai","species","305758","Burdigalian","","20.44","15.97","52722","1","specimens","17.380833","48.586945"
"1229784","occ","","","161900","Galeus","genus","34645","Burdigalian","","20.44","15.97","52722","1","specimens","17.380833","48.586945"
"1229786","occ","","","161900","Squaliolus schaubi","species","305754","Burdigalian","","20.44","15.97","52722","22","specimens","17.380833","48.586945"
"1229787","occ","","","161900","Eosqualiolus skrovinai","species","305758","Burdigalian","","20.44","15.97","52722","2","specimens","17.380833","48.586945"
"1229788","occ","","","161900","Etmopterus","genus","34546","Burdigalian","","20.44","15.97","52722","1","specimens","17.380833","48.586945"
"1229789","occ","","","161900","Miroscyllium","genus","305763","Burdigalian","","20.44","15.97","52722","1","specimens","17.380833","48.586945"
"1229790","occ","","","161900","Paraetmopterus horvathi","species","305766","Burdigalian","","20.44","15.97","52722","7","specimens","17.380833","48.586945"
"1229792","occ","","","161901","Galeus","genus","34645","Burdigalian","","20.44","15.97","52722","1","specimens","17.380833","48.586945"
"1229793","occ","","","161901","Squatina","genus","34570","Burdigalian","","20.44","15.97","52722","1","specimens","17.380833","48.586945"
"1229795","occ","","","161901","Squaliolus schaubi","species","305754","Burdigalian","","20.44","15.97","52722","22","specimens","17.380833","48.586945"
"1229796","occ","","","161901","Eosqualiolus skrovinai","species","305758","Burdigalian","","20.44","15.97","52722","2","specimens","17.380833","48.586945"
"1229797","occ","","","161901","Etmopterus","genus","34546","Burdigalian","","20.44","15.97","52722","1","specimens","17.380833","48.586945"
"1229798","occ","","","161901","Miroscyllium","genus","305763","Burdigalian","","20.44","15.97","52722","1","specimens","17.380833","48.586945"
"1229799","occ","","","161901","Paraetmopterus horvathi","species","305766","Burdigalian","","20.44","15.97","52722","7","specimens","17.380833","48.586945"
"1229800","occ","","","161901","Somniosidae","family","151338","Burdigalian","","20.44","15.97","52722","1","specimens","17.380833","48.586945"
"1229802","occ","","","161902","Galeus","genus","34645","Burdigalian","","20.44","15.97","52722","1","specimens","17.380833","48.586945"
"1229804","occ","","","161902","Squaliolus schaubi","species","305754","Burdigalian","","20.44","15.97","52722","22","specimens","17.380833","48.586945"
"1229805","occ","","","161902","Eosqualiolus skrovinai","species","305758","Burdigalian","","20.44","15.97","52722","1","specimens","17.380833","48.586945"
"1229806","occ","","","161902","Etmopterus","genus","34546","Burdigalian","","20.44","15.97","52722","1","specimens","17.380833","48.586945"
"1229807","occ","","","161902","Miroscyllium","genus","305763","Burdigalian","","20.44","15.97","52722","1","specimens","17.380833","48.586945"
"1229808","occ","","","161902","Paraetmopterus horvathi","species","305766","Burdigalian","","20.44","15.97","52722","6","specimens","17.380833","48.586945"
"1229929","occ","","","161907","Carcharias acutissima","species","97236","Serravallian","","13.82","11.62","52731","","","15.514167","46.886944"
"1229930","occ","","","161907","Chaenogaleus","genus","34641","Serravallian","","13.82","11.62","52731","","","15.514167","46.886944"
"1229931","occ","","","161907","Carcharhinus priscus","species","280327","Serravallian","","13.82","11.62","52731","","","15.514167","46.886944"
"1229933","occ","","","161908","Carcharias acutissima","species","97236","Serravallian","","13.82","11.62","52731","","","15.514167","46.886944"
"1229934","occ","","","161908","Odontaspis cuspidata","species","80589","Serravallian","","13.82","11.62","52731","","","15.514167","46.886944"
"1229935","occ","","","161908","Carcharocles megalodon","species","80603","Serravallian","","13.82","11.62","52731","","","15.514167","46.886944"
"1229936","occ","","","161908","Hemipristis serra","species","83182","Serravallian","","13.82","11.62","52731","","","15.514167","46.886944"
"1229937","occ","","","161908","Carcharhinus priscus","species","280327","Serravallian","","13.82","11.62","52731","","","15.514167","46.886944"
"1229938","occ","","","161908","Rhizoprionodon","genus","34662","Serravallian","","13.82","11.62","52731","","","15.514167","46.886944"
"1229942","occ","","","161908","Aetobatus arcuatus","species","80582","Serravallian","","13.82","11.62","52731","","","15.514167","46.886944"
"1229943","occ","","","161908","Myliobatis","genus","34741","Serravallian","","13.82","11.62","52731","","","15.514167","46.886944"
"1229944","occ","","","161908","Rhinoptera","genus","34745","Serravallian","","13.82","11.62","52731","","","15.514167","46.886944"
"1229945","occ","","","161908","Rhinoptera studeri","species","210513","Serravallian","","13.82","11.62","52731","","","15.514167","46.886944"
"1229946","occ","","","161909","Carcharias acutissima","species","97236","Langhian","","15.97","13.82","52731","","","15.397778","46.872501"
"1229948","occ","","","161910","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52731","","","15.549722","46.778332"
"1229949","occ","","","161911","Carcharocles megalodon","species","80603","Langhian","","15.97","13.82","52731","","","15.552500","46.798058"
"1229951","occ","","","161912","Carcharhinus priscus","species","280327","Langhian","","15.97","13.82","52731","","","15.551111","46.730278"
"1229952","occ","","","148227","Notorhynchus","genus","34529","Langhian","","15.97","13.82","52731","","","15.558889","46.739723"
"1229953","occ","","","148227","Ginglymostoma delfortriei","species","246010","Langhian","","15.97","13.82","52731","","","15.558889","46.739723"
"1229954","occ","","","148227","Carcharias acutissima","species","97236","Langhian","","15.97","13.82","52731","","","15.558889","46.739723"
"1229955","occ","","","148227","Carcharodon hastalis","species","80595","Langhian","","15.97","13.82","52731","","","15.558889","46.739723"
"1229956","occ","","","148227","Carcharocles megalodon","species","80603","Langhian","","15.97","13.82","52731","","","15.558889","46.739723"
"1229957","occ","","","148227","Hemipristis serra","species","83182","Langhian","","15.97","13.82","52731","","","15.558889","46.739723"
"1229958","occ","","","148227","Carcharhinus priscus","species","280327","Langhian","","15.97","13.82","52731","","","15.558889","46.739723"
"1229959","occ","","","148227","Galeocerdo aduncus","species","95928","Langhian","","15.97","13.82","52731","","","15.558889","46.739723"
"1229960","occ","","","148227","Negaprion","genus","34651","Langhian","","15.97","13.82","52731","","","15.558889","46.739723"
"1229961","occ","","","148227","Rhinoptera","genus","34745","Langhian","","15.97","13.82","52731","","","15.558889","46.739723"
"1229962","occ","","","148227","Rhinoptera studeri","species","210513","Langhian","","15.97","13.82","52731","","","15.558889","46.739723"
"1229963","occ","","","161913","Carcharias acutissima","species","97236","Middle Miocene","","15.97","11.608","52731","","","15.551111","46.730278"
