"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","abund_value","abund_unit","lng","lat"
"1229964","occ","","","161913","Rhinoptera","genus","34745","Middle Miocene","","15.97","11.608","52731","","","15.551111","46.730278"
"1229976","occ","","","75900","Keasius taylori","species","305810","Priabonian","","38","33.9","52739","1","specimens","-123.202225","45.760555"
"1229977","occ","","","161921","Keasius taylori","species","305810","Priabonian","","38","33.9","52739","1","specimens","-123.260559","45.996944"
"1229978","occ","","","161920","Keasius taylori","species","305810","Priabonian","","38","33.9","52739","1","specimens","-123.189720","45.854721"
"1230128","occ","","","161934","Chaenogaleus","genus","34641","Langhian","","15.97","13.82","52731","","","15.364167","46.881943"
"1230129","occ","","","161934","Hemipristis serra","species","83182","Langhian","","15.97","13.82","52731","","","15.364167","46.881943"
"1230130","occ","","","161934","Carcharhinus priscus","species","280327","Langhian","","15.97","13.82","52731","","","15.364167","46.881943"
"1230131","occ","","","161934","Negaprion","genus","34651","Langhian","","15.97","13.82","52731","","","15.364167","46.881943"
"1230132","occ","","","161934","Pristis","genus","34700","Langhian","","15.97","13.82","52731","","","15.364167","46.881943"
"1230137","occ","","","161934","Aetomylaeus","genus","34722","Langhian","","15.97","13.82","52731","","","15.364167","46.881943"
"1230138","occ","","","161935","Scyliorhinus distans","species","64185","Middle Miocene","","15.97","11.608","52731","","","15.364167","46.881943"
"1230139","occ","","","161935","Carcharhinus priscus","species","280327","Middle Miocene","","15.97","11.608","52731","","","15.364167","46.881943"
"1230141","occ","","","161936","Galeocerdo aduncus","species","95928","Langhian","","15.97","13.82","52731","","","15.364167","46.881943"
"1230142","occ","","","161936","Rhizoprionodon","genus","34662","Langhian","","15.97","13.82","52731","","","15.364167","46.881943"
"1230143","occ","","","161937","Chaenogaleus","genus","34641","Middle Miocene","","15.97","11.608","52731","","","15.364167","46.881943"
"1230144","occ","","","161938","Rhinoptera studeri","species","210513","Middle Miocene","","15.97","11.608","52731","","","15.471389","46.808613"
"1230266","occ","","","161965","Odontaspis acutissima","species","97229","Middle Miocene","","15.97","11.608","52765","","","8.650000","52.799999"
"1230304","occ","","","161965","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52765","","","8.650000","52.799999"
"1230305","occ","","","161965","Carcharocles megalodon","species","80603","Middle Miocene","","15.97","11.608","52765","","","8.650000","52.799999"
"1230306","occ","","","161965","Cetorhinus maximus","species","170188","Middle Miocene","","15.97","11.608","52765","","","8.650000","52.799999"
"1230307","occ","","","161965","Ginglymostoma","genus","34584","Middle Miocene","","15.97","11.608","52765","","","8.650000","52.799999"
"1230308","occ","","","161965","Squatina","genus","34570","Middle Miocene","","15.97","11.608","52765","","","8.650000","52.799999"
"1230309","occ","","","161965","Mustelus","genus","34650","Middle Miocene","","15.97","11.608","52765","","","8.650000","52.799999"
"1230310","occ","","","161965","Scyliorhinus","genus","34663","Middle Miocene","","15.97","11.608","52765","","","8.650000","52.799999"
"1230724","occ","","","161993","Squalinae","subfamily","280898","Badenian","","13.65","12.7","52771","","","16.633333","48.805557"
"1230725","occ","","","161993","Squalus","genus","34562","Badenian","","13.65","12.7","52771","","","16.633333","48.805557"
"1230726","occ","","","161993","Squatina","genus","34570","Badenian","","13.65","12.7","52771","","","16.633333","48.805557"
"1230727","occ","","","161993","Cetorhinus maximus","species","170188","Badenian","","13.65","12.7","52771","","","16.633333","48.805557"
"1230728","occ","","","161993","Odontaspis cuspidata","species","80589","Badenian","","13.65","12.7","52771","","","16.633333","48.805557"
"1230729","occ","","","161993","Carcharias","genus","64190","Badenian","","13.65","12.7","52771","","","16.633333","48.805557"
"1230731","occ","","","161993","Carcharocles megalodon","species","80603","Badenian","","13.65","12.7","52771","","","16.633333","48.805557"
"1230733","occ","","","161993","Chaenogaleus","genus","34641","Badenian","","13.65","12.7","52771","","","16.633333","48.805557"
"1230734","occ","","","161993","Paragaleus","genus","34654","Badenian","","13.65","12.7","52771","","","16.633333","48.805557"
"1230735","occ","","","161993","Hemipristis serra","species","83182","Badenian","","13.65","12.7","52771","","","16.633333","48.805557"
"1230736","occ","","","161993","Carcharhinus priscus","species","280327","Badenian","","13.65","12.7","52771","","","16.633333","48.805557"
"1230737","occ","","","161993","Galeocerdo aduncus","species","95928","Badenian","","13.65","12.7","52771","","","16.633333","48.805557"
"1230738","occ","","","161993","Sphyrna","genus","34664","Badenian","","13.65","12.7","52771","","","16.633333","48.805557"
"1230743","occ","","","161993","Aetobatus arcuatus","species","80582","Badenian","","13.65","12.7","52771","","","16.633333","48.805557"
"1230745","occ","","","161993","Selachii","unranked clade","80574","Badenian","","13.65","12.7","52771","","","16.633333","48.805557"
"1230758","occ","","","161995","Squalus","genus","34562","Badenian","","13.65","12.7","52771","","","16.633333","48.805557"
"1230759","occ","","","161995","Squatina","genus","34570","Badenian","","13.65","12.7","52771","","","16.633333","48.805557"
"1230760","occ","","","161995","Carcharias","genus","64190","Badenian","","13.65","12.7","52771","","","16.633333","48.805557"
"1230762","occ","","","161995","Chaenogaleus","genus","34641","Badenian","","13.65","12.7","52771","","","16.633333","48.805557"
"1230763","occ","","","161995","Raja","genus","34706","Badenian","","13.65","12.7","52771","","","16.633333","48.805557"
"1230774","occ","","","161996","Hexanchus","genus","34526","Badenian","","13.65","12.7","52772","","","16.983334","48.216667"
"1230775","occ","","","161996","Hexanchus","genus","34526","Badenian","","13.65","12.7","52772","","","16.983334","48.216667"
"1230776","occ","","","161996","Odontaspis","genus","34620","Badenian","","13.65","12.7","52772","","","16.983334","48.216667"
"1230777","occ","","","161996","Odontaspis acutissima","species","97229","Badenian","","13.65","12.7","52772","","","16.983334","48.216667"
"1230778","occ","","","161996","Odontaspis cuspidata","species","80589","Badenian","","13.65","12.7","52772","","","16.983334","48.216667"
"1230779","occ","","","161996","Odontaspis crassidens","species","210131","Badenian","","13.65","12.7","52772","","","16.983334","48.216667"
"1230780","occ","","","161996","Isurus desori","species","280548","Badenian","","13.65","12.7","52772","","","16.983334","48.216667"
"1230781","occ","","","161996","Carcharodon hastalis","species","80595","Badenian","","13.65","12.7","52772","","","16.983334","48.216667"
"1230782","occ","","","161996","Isurus","genus","34613","Badenian","","13.65","12.7","52772","","","16.983334","48.216667"
"1230783","occ","","","161996","Carcharocles megalodon","species","80603","Badenian","","13.65","12.7","52772","","","16.983334","48.216667"
"1230784","occ","","","161996","Scyliorhinus distans","species","64185","Badenian","","13.65","12.7","52772","","","16.983334","48.216667"
"1230785","occ","","","161996","Hemipristis serra","species","83182","Badenian","","13.65","12.7","52772","","","16.983334","48.216667"
"1230786","occ","","","161996","Galeocerdo aduncus","species","95928","Badenian","","13.65","12.7","52772","","","16.983334","48.216667"
"1230787","occ","","","161996","Carcharhinus priscus","species","280327","Badenian","","13.65","12.7","52772","","","16.983334","48.216667"
"1230788","occ","","","161996","Galeorhinus affinis","species","83178","Badenian","","13.65","12.7","52772","","","16.983334","48.216667"
"1230790","occ","","","161996","Squatina","genus","34570","Badenian","","13.65","12.7","52772","","","16.983334","48.216667"
"1230792","occ","","","161996","Myliobatis","genus","34741","Badenian","","13.65","12.7","52772","","","16.983334","48.216667"
"1230793","occ","","","161996","Aetobatis irregularis","species","132643","Badenian","","13.65","12.7","52772","","","16.983334","48.216667"
"1230847","occ","","","161996","Notorhynchus","genus","34529","Badenian","","13.65","12.7","52773","","","16.983334","48.216667"
"1230848","occ","","","161996","Carcharias","genus","64190","Badenian","","13.65","12.7","52773","","","16.983334","48.216667"
"1230849","occ","","","161996","Carcharias","genus","64190","Badenian","","13.65","12.7","52773","","","16.983334","48.216667"
"1230850","occ","","","161996","Odontaspis cuspidata","species","80589","Badenian","","13.65","12.7","52773","","","16.983334","48.216667"
"1230851","occ","","","161996","Scyliorhinus","genus","34663","Badenian","","13.65","12.7","52773","","","16.983334","48.216667"
"1230852","occ","","","161996","Carcharhinus","genus","34640","Badenian","","13.65","12.7","52773","","","16.983334","48.216667"
"1230853","occ","","","161996","Negaprion","genus","34651","Badenian","","13.65","12.7","52773","","","16.983334","48.216667"
"1230854","occ","","","161996","Sphyrna zygaena","species","83211","Badenian","","13.65","12.7","52773","","","16.983334","48.216667"
"1230855","occ","","","161996","Aetobatus arcuatus","species","80582","Badenian","","13.65","12.7","52773","","","16.983334","48.216667"
"1230856","occ","","","161996","Aetobatus","genus","34721","Badenian","","13.65","12.7","52773","","","16.983334","48.216667"
"1230858","occ","","","161996","Rhinoptera","genus","34745","Badenian","","13.65","12.7","52773","","","16.983334","48.216667"
"1230897","occ","","","162017","Hexanchus","genus","34526","Badenian","","13.65","12.7","52778","","","20.516666","50.666668"
"1230904","occ","","","162017","Myliobatis","genus","34741","Badenian","","13.65","12.7","52778","","","20.516666","50.666668"
"1230905","occ","","","162017","Rhinoptera","genus","34745","Badenian","","13.65","12.7","52778","","","20.516666","50.666668"
"1230906","occ","","","162017","Mobula loupianensis","species","154733","Badenian","","13.65","12.7","52778","","","20.516666","50.666668"
"1230907","occ","","","162017","Scyliorhinus distans","species","64185","Badenian","","13.65","12.7","52778","","","20.516666","50.666668"
"1230908","occ","","","162017","Carcharhinus priscus","species","280327","Badenian","","13.65","12.7","52778","","","20.516666","50.666668"
"1230909","occ","","","162017","Galeocerdo aduncus","species","95928","Badenian","","13.65","12.7","52778","","","20.516666","50.666668"
"1230910","occ","","","162017","Galeocerdo","genus","34643","Badenian","","13.65","12.7","52778","","","20.516666","50.666668"
"1230911","occ","","","162017","Paragaleus","genus","34654","Badenian","","13.65","12.7","52778","","","20.516666","50.666668"
"1230912","occ","","","162017","Sphyrna","genus","34664","Badenian","","13.65","12.7","52778","","","20.516666","50.666668"
"1230913","occ","","","162017","Odontaspis acutissima","species","97229","Badenian","","13.65","12.7","52778","","","20.516666","50.666668"
"1230914","occ","","","162017","Odontaspis cuspidata","species","80589","Badenian","","13.65","12.7","52778","","","20.516666","50.666668"
"1230915","occ","","","162017","Carcharocles megalodon","species","80603","Badenian","","13.65","12.7","52778","","","20.516666","50.666668"
"1230916","occ","","","162017","Carcharodon hastalis","species","80595","Badenian","","13.65","12.7","52778","","","20.516666","50.666668"
"1230928","occ","","","162020","Carcharias taurus","species","83130","Middle Miocene","","15.97","11.608","52781","","","-61.432365","12.475512"
"1230929","occ","","","162020","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52781","","","-61.432365","12.475512"
"1230930","occ","","","162020","Carcharhinus obscurus","species","83193","Middle Miocene","","15.97","11.608","52781","","","-61.432365","12.475512"
"1230931","occ","","","162020","Hemipristis serra","species","83182","Middle Miocene","","15.97","11.608","52781","","","-61.432365","12.475512"
"1230932","occ","","","162021","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52781","","","-61.423439","12.487568"
"1230933","occ","","","162021","Carcharhinus obscurus","species","83193","Middle Miocene","","15.97","11.608","52781","","","-61.423439","12.487568"
"1230934","occ","","","162022","Isurus","genus","34613","Early Miocene","Middle Miocene","23.03","11.608","52781","","","-61.429970","12.460117"
"1230935","occ","","","162023","Carcharocles megalodon","species","80603","Early Miocene","Middle Miocene","23.03","11.608","52781","","","-61.430370","12.463584"
