"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Elasmobranchii&cc=ASI"
"Access Time","Fri 2017-02-03 22:50:36 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Elasmobranchii"
"","cc","ASI"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.239"
"Records Found","1367"
"Records Returned","1367"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"828496","occ","","","91312","Dasyatis rafinesquei","species","154352","","Dasyatis rafinesquei","species","154352","Ypresian","","56","47.8","30703"
"828502","occ","","","91315","Subathunura casieri","species","154354","","Subathunura casieri","species","154354","Ypresian","","56","47.8","30703"
"828503","occ","","","91315","Dasyatis rafinesquei","species","154352","","Dasyatis rafinesquei","species","154352","Ypresian","","56","47.8","30703"
"828504","occ","","","91316","Squatina sp.","genus","34570","","Squatina","genus","34570","Late Paleocene","Early Eocene","58.7","48.6","30711"
"828505","occ","","","91316","Ginglymostoma sp.","genus","34584","","Ginglymostoma","genus","34584","Late Paleocene","Early Eocene","58.7","48.6","30711"
"828506","occ","","","91316","Dasyatis sp.","genus","34729","","Dasyatis","genus","34729","Late Paleocene","Early Eocene","58.7","48.6","30711"
"828507","occ","","","91316","Gymnura sp.","genus","34732","","Gymnura","genus","34732","Late Paleocene","Early Eocene","58.7","48.6","30711"
"828508","occ","","","91316","Subathunura cf. casieri","species","154354","","Subathunura casieri","species","154354","Late Paleocene","Early Eocene","58.7","48.6","30711"
"828509","occ","","","91316","Myliobatis sp.","genus","34741","","Myliobatis","genus","34741","Late Paleocene","Early Eocene","58.7","48.6","30711"
"828510","occ","","","91316","Myliobatidae indet.","family","80577","","Myliobatidae","family","80577","Late Paleocene","Early Eocene","58.7","48.6","30711"
"828775","occ","","","31269","Dasyatis n. sp. vicaryi","species","154057","","Dasyatis vicaryi","species","154057","Ypresian","","56","47.8","30736"
"829789","occ","","","91548","Onchopristis n. sp. indicus","species","96159","species not entered","Onchopristis","genus","96159","Cretaceous","","145","66","30835"
"829794","occ","","","91555","Ptychodus n. sp. mahakalensis","species","155147","","Ptychodus mahakalensis","species","155147","Cretaceous","","145","66","30835"
"832495","occ","","","92241","Sclerorhynchus atavus","species","96156","","Sclerorhynchus atavus","species","96156","Santonian","","86.3","83.6","31066"
"832496","occ","","","69118","Rhinobatos grandis","species","156834","","Rhinobatos grandis","species","156834","Cenomanian","","100.5","93.9","31066"
"832497","occ","","","69118","Rhinobatos n. sp. hakelensis","species","156835","","Rhinobatos hakelensis","species","156835","Cenomanian","","100.5","93.9","31066"
"832498","occ","","","92241","Rhinobatos intermedius","species","156836","","Rhinobatos intermedius","species","156836","Santonian","","86.3","83.6","31066"
"832499","occ","","","92241","Rhinobatos latus","species","156837","","Rhinobatos latus","species","156837","Santonian","","86.3","83.6","31066"
"832500","occ","","","69118","Rhinobatos marionita","species","34708","species not entered","Rhinobatos","genus","34708","Cenomanian","","100.5","93.9","31066"
"832502","occ","","","92241","Rhinobatos primarmatus","species","154484","","Rhinobatos primarmatus","species","154484","Santonian","","86.3","83.6","31066"
"832503","occ","","","92241","Rhinobatos tenuirostris","species","154485","","Rhinobatos tenuirostris","species","154485","Santonian","","86.3","83.6","31066"
"832504","occ","","","69119","Rhinobatos whitfieldi","species","156839","","Rhinobatos whitfieldi","species","156838","Cenomanian","","100.5","93.9","31066"
"832505","occ","","","69119","Rhombopterygia n. sp. rajoides","species","154487","","Rhombopterygia rajoides","species","154487","Cenomanian","","100.5","93.9","31066"
"832506","occ","","","92241","Raja davisi ?","species","154502","","Raja davisi","species","154502","Santonian","","86.3","83.6","31066"
"832507","occ","","","69118","Pararaja expansa","species","156840","recombined as","Raja expansa","species","154509","Cenomanian","","100.5","93.9","31066"
"832508","occ","","","69118","Cyclobatis major","species","154512","","Cyclobatis major","species","154512","Cenomanian","","100.5","93.9","31066"
"832509","occ","","","69119","Cyclobatis major","species","154512","","Cyclobatis major","species","154512","Cenomanian","","100.5","93.9","31066"
"832510","occ","","","69119","Cyclobatis oligodactylus","species","154511","","Cyclobatis oligodactylus","species","154511","Cenomanian","","100.5","93.9","31066"
"832511","occ","","","69118","Cyclobatis oligodactylus","species","154511","","Cyclobatis oligodactylus","species","154511","Cenomanian","","100.5","93.9","31066"
"832512","occ","","","69118","Cyclobatis n. sp. tuberculatus","species","154513","","Cyclobatis tuberculatus","species","154513","Cenomanian","","100.5","93.9","31066"
"832513","occ","","","69118","Plicatolamna semiplicata","species","95307","species not entered","Plicatolamna","genus","95307","Cenomanian","","100.5","93.9","31066"
"832514","occ","","","69118","Mesiteia emiliae","species","154002","","Mesiteia emiliae","species","154002","Cenomanian","","100.5","93.9","31066"
"832515","occ","","","69118","Pararhincodon n. sp. lehami","species","34593","species not entered","Pararhincodon","genus","34593","Cenomanian","","100.5","93.9","31066"
"832516","occ","","","69118","Scyliorhinus n. sp. bloti","species","34663","species not entered","Scyliorhinus","genus","34663","Cenomanian","","100.5","93.9","31066"
"832517","occ","","","69119","Plicatolamna semiplicata","species","95307","species not entered","Plicatolamna","genus","95307","Cenomanian","","100.5","93.9","31066"
"832518","occ","","","69119","Scyliorhinus n. sp. arambourgi","species","34663","species not entered","Scyliorhinus","genus","34663","Cenomanian","","100.5","93.9","31066"
"832519","occ","","","92241","Hexanchus gracilis","species","34526","species not entered","Hexanchus","genus","34526","Santonian","","86.3","83.6","31066"
"832520","occ","","","92241","Hexanchus sp.","genus","34526","","Hexanchus","genus","34526","Santonian","","86.3","83.6","31066"
"832521","occ","","","92241","Pristiophorus tumidens","species","34566","species not entered","Pristiophorus","genus","34566","Santonian","","86.3","83.6","31066"
"832522","occ","","","92241","Cretascymnus adonis","species","34541","species not entered","Cretascymnus","genus","34541","Santonian","","86.3","83.6","31066"
"832523","occ","","","92241","Centrophoroides latidens","species","156480","recombined as","Squalus latidens","species","156480","Santonian","","86.3","83.6","31066"
"832524","occ","","","92241","Centrosqualus primaevus","species","34540","species not entered","Centrosqualus","genus","34540","Santonian","","86.3","83.6","31066"
"832525","occ","","","92241","Anomotodon aff. plicatus","species","154463","","Anomotodon plicatus","species","154463","Santonian","","86.3","83.6","31066"
"832526","occ","","","92241","Scapanorhynchus lewisii","species","253351","","Scapanorhynchus lewisii","species","253350","Santonian","","86.3","83.6","31066"
"832527","occ","","","92241","Scapanorhynchus sp.","genus","34632","","Scapanorhynchus","genus","34632","Santonian","","86.3","83.6","31066"
"832528","occ","","","92241","Acanthoscyllium sahelalmae","species","34574","species not entered","Acanthoscyllium","genus","34574","Santonian","","86.3","83.6","31066"
"832529","occ","","","92241","Almascyllium cheikhelissi","species","34576","species not entered","Almascyllium","genus","34576","Santonian","","86.3","83.6","31066"
"832530","occ","","","92241","Scyliorhinus elongatus","species","34663","species not entered","Scyliorhinus","genus","34663","Santonian","","86.3","83.6","31066"
"832531","occ","","","92241","n. gen. Pteroscyllium n. sp. dubertreti","species","34661","species not entered","Pteroscyllium","genus","34661","Santonian","","86.3","83.6","31066"
"832532","occ","","","92241","Pteroscyllium n. sp. signeuxi","species","151882","","Pteroscyllium signeuxi","species","151882","Santonian","","86.3","83.6","31066"
"832533","occ","","","92241","Paratriakis curtirostris","species","34655","species not entered","Paratriakis","genus","34655","Santonian","","86.3","83.6","31066"
"832709","occ","","","48875","Acrodus sp.","genus","34478","","Acrodus","genus","34478","Aptian","Albian","125","100.5","31131"
"838133","occ","22838","","93028","cf. Igdabatis sp.","genus","34736","","Igdabatis","genus","34736","Late Maastrichtian","","70.6","66","31427"
"842516","occ","","","93525","Elasmobranchii indet.","subclass","54499","","Elasmobranchii","subclass","54499","Early Pleistocene","","2.588","0.781","31625"
"842793","occ","","","93546","Elasmobranchii indet.","subclass","54499","","Elasmobranchii","subclass","54499","Late Pliocene","","3.6","2.588","31625"
"843164","occ","","","93567","Elasmobranchii indet.","subclass","54499","","Elasmobranchii","subclass","54499","Late Pliocene","","3.6","2.588","31625"
"876726","occ","","","97257","Selachii indet.","unranked clade","80574","","Selachii","unranked clade","80574","Middle Eocene","","48.6","37.2","33173"
"876727","occ","","","97257","Dasyatis sp.","genus","34729","","Dasyatis","genus","34729","Middle Eocene","","48.6","37.2","33173"
"884130","occ","","","98012","Acrodus sp.","genus","34478","","Acrodus","genus","34478","Anisian","","247.2","242","33880"
"895807","occ","","","99337","Hybodontidae indet.","family","210086","","Hybodontidae","family","56538","Barremian","Aptian","129.4","113","34155"
"897351","occ","","","99577","Lamna sp.","genus","34615","","Lamna","genus","34615","Neogene","","23.03","2.588","27111"
"897352","occ","","","99578","Lamna sp.","genus","34615","","Lamna","genus","34615","Neogene","","23.03","2.588","27111"
"899523","occ","","","47056","Jiaodontus n. sp. vedenemus","species","173427","","Jiaodontus vedenemus","species","173427","Oxfordian","","163.5","157.3","34389"
"906345","occ","","","101863","Xenacanthus n. sp. indicus","species","174462","","Xenacanthus indicus","species","174462","Carnian","Norian","237","208.5","34637"
"906567","occ","","","101898","Lamna ditropis","species","34615","species not entered","Lamna","genus","34615","Late Pleistocene","","0.126","0.0117","34644"
"946778","occ","","","110178","Protosqualus sp.","genus","34554","","Protosqualus","genus","34554","Albian","Turonian","113","89.8","36325"
"946779","occ","","","110178","Gladioserratus magnus","species","186564","","Gladioserratus magnus","species","186564","Albian","Turonian","113","89.8","36325"
"946780","occ","","","110178","Notidanodon sp.","genus","34528","","Notidanodon","genus","34528","Albian","Turonian","113","89.8","36325"
"946781","occ","","","110178","Cretalamna appendiculata","species","186568","species not entered","Cretalamna","genus","186568","Albian","Turonian","113","89.8","36325"
"946782","occ","","","110178","Dwardius sudindicus","species","186566","","Dwardius sudindicus","species","186566","Albian","Turonian","113","89.8","36325"
"946783","occ","","","110178","Eostriatolamia ? sp.","genus","186567","","Eostriatolamia","genus","186567","Albian","Turonian","113","89.8","36325"
"946784","occ","","","110178","Squalicorax aff. baharijensis","species","34633","species not entered","Squalicorax","genus","34633","Albian","Turonian","113","89.8","36325"
"946785","occ","","","110178","Cretodus longiplicatus","species","34607","species not entered","Cretodus","genus","34607","Albian","Turonian","113","89.8","36325"
"950529","occ","","","110965","Neoselachii indet.","unranked clade","151860","","Neoselachii","unranked clade","100265","Tortonian","","11.62","7.246","36443"
"972121","occ","","","115374","Ctenacanthus ishii","species","34489","species not entered","Ctenacanthus","genus","34489","Changhsingian","","254.17","252.17","27795"
"972123","occ","","","115375","Ctenacanthus ishii","species","34489","species not entered","Ctenacanthus","genus","34489","Changhsingian","","254.17","252.17","27795"
"976702","occ","","","116559","Hybodus sp.","genus","34498","","Hybodus","genus","34498","Barremian","Early Aptian","129.4","122.46","37549"
"976703","occ","","","116559","Isanodus paladeji","species","261604","","Isanodus paladeji","species","261604","Barremian","Early Aptian","129.4","122.46","37549"
"976704","occ","","","116559","Heteroptychodus n. sp. kokutensis","species","199148","","Heteroptychodus kokutensis","species","199148","Barremian","Early Aptian","129.4","122.46","37549"
"976733","occ","","","45740","Lamna sp.","genus","34615","","Lamna","genus","34615","Rupelian","","33.9","28.1","12216"
"983534","occ","","","117849","Hexanchus sp.","genus","34526","","Hexanchus","genus","34526","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983535","occ","","","117849","Squalicorax pristodontus","species","110987","","Squalicorax pristodontus","species","110986","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983536","occ","","","117849","Squalicorax cf. yangaensis","species","34633","species not entered","Squalicorax","genus","34633","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983537","occ","","","117849","Squalicorax sp.","genus","34633","","Squalicorax","genus","34633","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983538","occ","","","117849","Cretolamna biauriculata","species","153960","","Cretolamna biauriculata","species","153959","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983539","occ","","","117849","Anomotodon aff. plicatus","species","154463","","Anomotodon plicatus","species","154463","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983540","occ","","","117849","Anomotodon sp.","genus","34600","","Anomotodon","genus","34600","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983553","occ","","","117850","Hexanchus sp.","genus","34526","","Hexanchus","genus","34526","Late Campanian","Early Maastrichtian","83.5","66","37884"
"983554","occ","","","117850","Scapanorhynchus rapax","species","124943","","Scapanorhynchus rapax","species","124943","Late Campanian","Early Maastrichtian","83.5","66","37884"
